,username,mentionedUsers
1994,LukePepera,[]
1995,HistoryVille,[]
1996,naijafacts365,[]
1997,naijafacts365,[]
1998,FloatingAfrican,[]
1999,RenaissanceGOG,"['DaGman84', 'Independent', 'aadamperager']"
2000,RenaissanceGOG,"['great_ivoh', 'Independent', 'ayemojubar']"
2001,RenaissanceGOG,['Independent']
2002,CharineJohn,"['MuseumofLondon', 'ODIdev']"
2003,BobuAfrica,[]
2004,naijafacts365,[]
2005,BobuAfrica,[]
2006,BobuAfrica,[]
2007,theCaGuard,[]
2008,iam_tonebrown,[]
2009,takeAphono,[]
2010,lbljewelry,['Etsy']
2011,MichaelDPress,[]
2012,naijafacts365,[]
2013,NotSoDeolu,"['alu_scott', 'MrOdanz']"
2014,andrewahala,['britishmuseum']
2015,naijafacts365,[]
2016,euphoria365,['K1Says']
2017,naijafacts365,[]
2018,lbljewelry,['Etsy']
2019,ovawosika,['iamcensiny']
2020,andy_antiques,[]
2021,YinkaAdeosun,[]
2022,_Mike_Murray_,['lodgeparkacad']
2023,General_Uchee,[]
2024,EtinosasereO,['Kinetic1One']
2025,_ThElias,['llemurn']
2026,omomayowaley,"['TAIWOZEEZ', 'ayo776', 'ShehuSani']"
2027,mart_hew,[]
2028,naijafacts365,[]
2029,mausitollz,['Drwhales_']
2030,OU_FASS,[]
2031,naijafacts365,[]
2032,lbljewelry,['Etsy']
2033,JudgesConsulta1,[]
2034,BidCurios,[]
2035,lbljewelry,['Etsy']
2036,naijafacts365,[]
2037,OpenLinkArtData,"['poetryinstone', 'sauterne']"
2038,naijafacts365,[]
2039,naijafacts365,[]
2040,lbljewelry,['Etsy']
2041,naijafacts365,[]
2042,paulwivey1,['ClydeWilliams46']
2043,lbljewelry,['Etsy']
2044,RiseFundngo,['tia__africa']
2045,segun_bb,"['_UnityChallenge', 'StarTimes_Ng', 'NSAdhama', 'ncac_nigeria']"
2046,naijafacts365,[]
2047,lbljewelry,['Etsy']
2048,andy_antiques,[]
2049,FossdeneSchool,[]
2050,lbljewelry,['Etsy']
2051,john_sour,"['grumpychris2', 'PaulChatterton9', 'EricHolthaus']"
2052,john_sour,"['PaulChatterton9', 'EricHolthaus']"
2053,naijafacts365,[]
2054,artcrimeprof,[]
2055,carlomaria2003,['TheAfricaReport']
2056,profdanhicks,[]
2057,Ezeakachidozie,[]
2058,Moorish_grill,[]
2059,lbljewelry,['Etsy']
2060,naijafacts365,[]
2061,AMusaeum,[]
2062,lbljewelry,['Etsy']
2063,AMusaeum,[]
2064,AMusaeum,[]
2065,lbljewelry,['Etsy']
2066,notmynigeria,"['EdoSocials', 'Chuklegend', 'josteez_', 'Judeokhuelegbe', 'HorbhazheLugard', 'Black_artitude', 'visit_benin', 'VillBella', 'oyemwen__']"
2067,uwagbale_,[]
2068,dized,[]
2069,genuineafrica,[]
2070,lbljewelry,['Etsy']
2071,naijafacts365,[]
2072,lauraheathstout,"['carlosmuseum', 'emorywheel']"
2073,naijafacts365,[]
2074,lbljewelry,['Etsy']
2075,erhi_studio,[]
2076,UpYourStreet6,[]
2077,situfabu,"['itskaon', 'amnesty']"
2078,naijafacts365,[]
2079,Afro_emotikon,[]
2080,official_yuwa,['visit_benin']
2081,tataseesh,[]
2082,naijafacts365,[]
2083,lbljewelry,['Etsy']
2084,kelbey_e,['K___Mia']
2085,1dish4theroad,[]
2086,olufemitijani,['NigeriaGov']
2087,alimrashy,[]
2088,AD4TVRadio,['YouTube']
2089,Wondermentalz,['ArtLawandMore']
2090,ArtLawandMore,[]
2091,victorsozaboy,['profdanhicks']
2092,pepprish,[]
2093,SalemPeddler41,"['Ancient06141713', 'micheleer3', 'Reuters']"
2094,Carakeep1,['eBay']
2095,Akure4Life,"['ChookzN', 'midefash711', 'AJEnglish']"
2096,EdwardW34568801,"['WinningP', 'Bonn1eGreer']"
2097,uwagbale_,[]
2098,Thylacine22,['eBay']
2099,KS1729,[]
2100,timkun69,[]
2101,lbljewelry,['Etsy']
2102,Lucymuseum,['GeorgeThePoet']
2103,AFFORD_UK,['AFFORD_UK']
2104,naijafacts365,[]
2105,queenfarron,['queen_oluu']
2106,enomabenson,['moniquedvibe']
2107,uwagbale_,['profdanhicks']
2108,Jonstaj_1,['AlJazeera_World']
2109,LondonUK_b,[]
2110,naijafacts365,[]
2111,lbljewelry,['Etsy']
2112,Austin_Rioba,['AJEnglish']
2113,guchijones,['AJEnglish']
2114,WorldsOracle1,[]
2115,WattleOfBits,['danada0109']
2116,WendyVerwey,[]
2117,Ski_ptical,['wairimu_mwangi']
2118,YahuzaAmadu,[]
2119,JXM33L,['Onosaa']
2120,ChidozieOkonkw6,[]
2121,naijafacts365,[]
2122,The1stCenturion,"['Onosaa', 'iy_gbenro']"
2123,lbljewelry,['Etsy']
2124,ElizMarlowe,"['AMNH', 'McrMuseum']"
2125,naijafacts365,[]
2126,Steff2288,['eBay_UK']
2127,uoenwereuzoh,[]
2128,Steff2288,['eBay_UK']
2129,jessykigen,[]
2130,naijafacts365,[]
2131,Futurefox2,[]
2132,MadeManAse,[]
2133,lbljewelry,['Etsy']
2134,naijafacts365,[]
2135,naijafacts365,[]
2136,OBAPALACEBENlN,[]
2137,uwagbale_,[]
2138,lbljewelry,['Etsy']
2139,profdanhicks,['RCT']
2140,lootplunder,['HansonsUK']
2141,StatuesSpeaking,[]
2142,naijafacts365,[]
2143,folukeifejola,[]
2144,naijafacts365,[]
2145,hellotschaka,"['bluesnowboard', 'CHSommers']"
2146,lugertelcalling,[]
2147,naijaworld_,[]
2148,naijafacts365,[]
2149,KevinRtampa,['cobbo3']
2150,uwagbale_,[]
2151,naijafacts365,[]
2152,naijafacts365,[]
2153,Beastiiful,['toni_kroooz']
2154,naijafacts365,[]
2155,BrutishMuseum,['ParcoursDmondes']
2156,profdanhicks,[]
2157,zahyonofficial,[]
2158,Sed_Ade,[]
2159,montanadegas,[]
2160,Carakeep1,[]
2161,naijafacts365,[]
2162,nwaoma007,[]
2163,RaywinTaroaniar,[]
2164,uwagbale_,[]
2165,uwagbale_,[]
2166,uwagbale_,['victorsozaboy']
2167,NOA_EdoState,[]
2168,naijafacts365,[]
2169,TimWeiskel,[]
2170,TimWeiskel,[]
2171,shyllonmuseum,['shyllonmuseum']
2172,naijafacts365,[]
2173,Carakeep1,[]
2174,WordChef_Baker,['johnniewalkerng']
2175,naijafacts365,[]
2176,Beningirlie,"['EdoSocials', 'Chuklegend', 'Eseosa_Sahon', 'josteez_', 'Judeokhuelegbe', 'oteghe', 'HorbhazheLugard', 'Black_artitude', 'visit_benin', 'VillBella', 'oyemwen__']"
2177,naijafacts365,[]
2178,LRichardsonart,[]
2179,naijafacts365,[]
2180,jublix,['britishmuseum']
2181,naijafacts365,[]
2182,JudgesConsulta1,[]
2183,scheyerlec,['FT']
2184,rarduja,['Bronze']
2185,WorldsOracle1,[]
2186,JoeMarinho,"['sinkthatspud', 'BullshitSlayer', 'stephenkeane233', 'Femi_Sorry']"
2187,lbljewelry,['Etsy']
2188,TheReal_Hafeez,[]
2189,JudgesConsulta1,[]
2190,naijafacts365,[]
2191,uwagbale_,[]
2192,uwagbale_,['asemota']
2193,lbljewelry,['Etsy']
2194,amayacorrine,[]
2195,naijafacts365,[]
2196,SandileBrianC,[]
2197,SandileBrianC,[]
2198,naijafacts365,[]
2199,kalejaiyeolawa2,[]
2200,MereEnglish,"['HarryPlacsom', 'Fasgadh', 'nationaltrust']"
2201,Taryus4,[]
2202,naijafacts365,[]
2203,Steff2288,['eBay_UK']
2204,lbljewelry,['Etsy']
2205,kingstongarrick,"['luckymercenary', 'africanexponent']"
2206,inecnigeria,[]
2207,antiques_atlas,[]
2208,naijafacts365,[]
2209,Joe__Bassey,[]
2210,profdanhicks,"['BeckyRLH', 'BrutishMuseum', 'RMGreenwich']"
2211,lbljewelry,['Etsy']
2212,Tommy_ilnigerSA,"['shrek_44', 'Ploufff1']"
2213,EdinspireGeoff,[]
2214,Tommy_ilnigerSA,['Ploufff1']
2215,nemone_uk,['sarajcox']
2216,naijafacts365,[]
2217,slizzymusic,[]
2218,kalejaiyeolawa2,[]
2219,kalejaiyeolawa2,[]
2220,cgtnafrica,[]
2221,naijafacts365,[]
2222,slizzymusic,"['VectorThaViper', 'abdvideos']"
2223,naijafacts365,[]
2224,escapeindiepub,[]
2225,AjenavimMark,['fakehistoryhunt']
2226,lootplunder,[]
2227,TheFactPrefect,['burnaboy']
2228,rarduja,['Bronze']
2229,ManlikeMubbs,[]
2230,OkonkwoMakuoch4,['AfricaFactsZone']
2231,naijafacts365,[]
2232,antonywahome_,['AfricaFactsZone']
2233,gpawn,[]
2234,Hyacinthe_Ree,[]
2235,naijafacts365,[]
2236,naijafacts365,[]
2237,lbljewelry,['Etsy']
2238,lafile,['LagosTalks913']
2239,AfricanLisboa,[]
2240,slizzymusic,[]
2241,OsOsaGuobadia,"['victorsozaboy', 'goli80', 'pyjama_ceo', 'asemota', 'toobaski']"
2242,profdanhicks,['SchiappacasseP']
2243,profdanhicks,['bwallower']
2244,raiyaano,[]
2245,naijafacts365,[]
2246,lbljewelry,['Etsy']
2247,Gblagosart,[]
2248,DatTransChick,['SanguineUnion']
2249,naijafacts365,[]
2250,rarduja,['Bronze']
2251,lbljewelry,['Etsy']
2252,naijafacts365,[]
2253,Ryan63808992,"['BrianZKing', 'sinatra_tha_god', 'NickCannon']"
2254,naijafacts365,[]
2255,TheGlobalHerald,[]
2256,naijafacts365,[]
2257,lbljewelry,['Etsy']
2258,profdanhicks,['KellyMcKowen']
2259,chellewilsonaka,[]
2260,naijafacts365,[]
2261,rarduja,['Bronze']
2262,dammydr3zy,[]
2263,PublicArtFund,[]
2264,Bigbounce01,"['lselflordmaster', 'savndaniel']"
2265,tournigeriang,[]
2266,tournigeriang,[]
2267,porkironandwine,[]
2268,lbljewelry,['Etsy']
2269,nosmotG,[]
2270,SciTechAfrica,[]
2271,lbljewelry,['Etsy']
2272,SciTechAfrica,[]
2273,Bishop047,"['jasonrealhood', 'Beausteven_blog']"
2274,artcrimeHQ,[]
2275,lbljewelry,['Etsy']
2276,BristolLive,[]
2277,roxyrascal66,[]
2278,zandrayeaman,[]
2279,TristanCorkPost,"['bristolmuseum', 'BristolCouncil', 'InsideOutWest']"
2280,EthniqueWww,[]
2281,EthniqueWww,[]
2282,EthniqueWww,[]
2283,poetryinstone,[]
2284,BristolBizz,[]
2285,MetiNewsCom,[]
2286,RamoniOba,['NizerCar']
2287,I_Find_Species,[]
2288,TSAArtMagazine,[]
2289,rarduja,['Bronze']
2290,hightechafrica,[]
2291,WorldsOracle1,[]
2292,Tiduswins,"['StudioTeaBreak', 'metmuseum']"
2293,EnebeliSam,['SkySportsPL']
2294,lbljewelry,['Etsy']
2295,john_sour,"['LeedsMuseums', 'industrialoid']"
2296,Booklyn_Adinkra,"['Rockie_Bronze', 'AshawoAkoma', 'co0lpaul', 'Kristabel_yaa', 'MharmehAdwoarh']"
2297,EmeRaldPrinXess,[]
2298,profdanhicks,"['JavierPes1', 'DavidOlusoga', 'bristolmuseum']"
2299,therestisnoise_,[]
2300,lbljewelry,['Etsy']
2301,censk,"['sofiaakel', 'Nanjala1', 'profdanhicks', 'PlutoPress']"
2302,6P592,['WorldBank']
2303,rarduja,['Bronze']
2304,euphoria365,['anafricandiva']
2305,FlyLikeDizzle,[]
2306,lbljewelry,['Etsy']
2307,Thylacine22,['eBay']
2308,HistoireOdyssee,[]
2309,Felix_Tih,[]
2310,lbljewelry,['Etsy']
2311,slizzymusic,[]
2312,PeluAwofeso,[]
2313,uwagbale_,[]
2314,lbljewelry,['Etsy']
2315,lbljewelry,['Etsy']
2316,MelDiamond_,[]
2317,MelDiamond_,[]
2318,MimiMefoInfo,[]
2319,aduwenye_u,['AAbiodun_']
2320,DrChikaEsiobu,['jamesagada']
2321,rarduja,['Bronze']
2322,atiadeleke,['PhilipObin']
2323,TayoSays,[]
2324,bra_bronze,[]
2325,RasealMotors,[]
2326,iufmedia,[]
2327,Hafi__z,[]
2328,AugustineOsula,[]
2329,BarnabyPhillips,[]
2330,folionigeria,['folionigeria']
2331,phil_heal,[]
2332,Diversehistory2,[]
2333,ORATA,['Royal_Circular']
2334,iamhenryobi,['Sir_Ruffy']
2335,TravisLAdkins,[]
2336,lbljewelry,['Etsy']
2337,folionigeria,[]
2338,Joe__Bassey,[]
2339,lbljewelry,['Etsy']
2340,Laprofmme,[]
2341,zanoubia13,[]
2342,Greo234,[]
2343,profdanhicks,[]
2344,oke_alusi,['AkiddieNG']
2345,anthunesarth,[]
2346,rarduja,['Bronze']
2347,JobMast3r,['PA']
2348,slizzymusic,[]
2349,lightsailing,[]
2350,Diversehistory2,[]
2351,provenienz,[]
2352,Kazuo_MORIMOTO,[]
2353,artcrimeprof,[]
2354,gyoung9751,['TheArtNewspaper']
2355,adiymom,[]
2356,anthonyrichter,[]
2357,LinusGalleries,['TheArtNewspaper']
2358,TheArtNewspaper,['ChristiesInc']
2359,KatherineSalahi,[]
2360,KrebsVerena,['snelsonus']
2361,georginaadam,[]
2362,lbljewelry,['Etsy']
2363,threadreaderapp,"['jamilu1', 'Ambrosia_Ijebu']"
2364,artcrimeHQ,[]
2365,Blessyn36991270,"['Ambrosia_Ijebu', 'Baldilocks__']"
2366,KilgoriShehu,"['Ambrosia_Ijebu', 'RealOlaudah']"
2367,oluchirose_,[]
2368,Yo_its_kelly,['funshographix']
2369,MlleTeacup,[]
2370,BMo2xl,[]
2371,victorsozaboy,['ChristiesInc']
2372,BabaAgba_,[]
2373,Spanishcountry,[]
2374,dubem_nwatu,"['ChristiesInc', 'asemota', 'abikedabiri', 'NGRPresident']"
2375,icewinddale1,[]
2376,sumdumnut,"['guardiannews', 'britishmuseum']"
2377,TindalSiobhan,['IAmSuyiDavies']
2378,jonjones,[]
2379,Jayflotweets,[]
2380,iamtenseven,"['nigeriasbest', 'ZeSage']"
2381,Heartbeat360NG,[]
2382,madeehamerchant,[]
2383,Lau_Ors,[]
2384,ELVUgo,"['artcrimeprof', 'ChristiesInc', 'hyperallergic', 'hragv']"
2385,anthonyrichter,"['ChristiesInc', 'Sothebys']"
2386,anthonyrichter,"['ChristiesInc', 'Sothebys']"
2387,afrofacts1,[]
2388,artcrimeprof,['ChristiesInc']
2389,artcrimeprof,"['Archaeo_Girl', 'DrDonnaYates']"
2390,timkun69,[]
2391,sincePlymouth,[]
2392,lbljewelry,['Etsy']
2393,newyorknewart,[]
2394,newyorknewart,[]
2395,provenienz,[]
2396,ZilentWalker,[]
2397,cgartadvisory,[]
2398,uzora5,"['artcrimeprof', 'ChristiesInc', 'hyperallergic', 'hragv']"
2399,threadreaderapp,"['VardasGeorge', 'VardasGeorge']"
2400,VardasGeorge,[]
2401,CondeIdalina,[]
2402,cmichaelsartlaw,[]
2403,HobanGirl,[]
2404,Chikaokekeagulu,[]
2405,dani_newgirl,[]
2406,zerouno,[]
2407,_Paul_de_Souza,"['DavidLammy', 'DavidOlusoga']"
2408,anthonyrichter,"['ChristiesInc', 'artcrimeprof', 'Chikaokekeagulu', 'theOluwatosin']"
2409,artcrimeprof,"['juergenzimmerer', 'ayodejirotinwa', 'VardasGeorge', 'victorsozaboy', 'EromoEgbejule', 'DavidOlusoga', 'MFA_Nigeria', 'drop_BP', 'futureofmuseums', 'BlkHistStudies', 'AfricaResearch', 'Bonn1eGreer', 'victorsozaboy', 'GuardianNigeria']"
2410,WorksByLorraine,[]
2411,Kojoo_Kay,['NkyinkyimSays']
2412,rarduja,['Bronze']
2413,2dmaxo,[]
2414,2dmaxo,[]
2415,Diversehistory2,[]
2416,OsaweGreat,"['EdoSocials', 'Chuklegend', 'Eseosa_Sahon', 'josteez_', 'Judeokhuelegbe', 'oteghe', 'HorbhazheLugard', 'Black_artitude', 'visit_benin', 'VillBella', 'oyemwen__']"
2417,ohdubhuir,[]
2418,ohdubhuir,[]
2419,ohdubhuir,[]
2420,lbljewelry,['Etsy']
2421,itbecameclear,[]
2422,OsayukiKing,[]
2423,amasonic,['FakhuusHashim']
2424,JudgesConsulta1,[]
2425,lbljewelry,['Etsy']
2426,SipJeroh99,[]
2427,LordLevison,"['ZiggySawdust', 'Zubrmeister', 'chrisbrexit', 'talkSPORT']"
2428,poepicasso,[]
2429,poepicasso,['xspotsdamark']
2430,Julidy1_FLO,"['profdanhicks', 'profdanhicks', 'Alison_Douglaz']"
2431,xspotsdamark,[]
2432,xspotsdamark,[]
2433,WorldsOracle1,[]
2434,abiolamoe,"['abikedabiri', 'GeoffreyOnyeama']"
2435,D76308722,[]
2436,D76308722,[]
2437,rarduja,['Bronze']
2438,Thylacine22,['eBay']
2439,itzoliviahye,[]
2440,uniqueshazzaa,['prageru']
2441,melissachemam,[]
2442,iSERVE2050,[]
2443,hepsibahgallery,['Alan_Measles']
2444,ulogo,"['afuahirsch', 'BorisJohnson']"
2445,bookiebadAF,[]
2446,ArtsAndCompany,[]
2447,olga_kaetano,['castronyc']
2448,UcheUja,['whitenigerian']
2449,obasanjoedeki,[]
2450,sistargrace,['MuqhtarAdamu']
2451,christysym,['YouTube']
2452,jeffreyTK,"['johnawele', 'NigeriaStories']"
2453,profdanhicks,"['PriyamvadaGopal', 'ValerieAmos', 'rhodes_trust']"
2454,makedoandSEND,['Alan_Measles']
2455,lbljewelry,['Etsy']
2456,SistaShanice,['YouTube']
2457,HeckHaecHoc,['nadinebh_']
2458,EvenEzra,['qzafrica']
2459,Datz_Dcode,[]
2460,MoBiljazel,['sinix777']
2461,RedbirdEl,[]
2462,laureen1993,[]
2463,lbljewelry,['Etsy']
2464,Mutabaruka_Ja,[]
2465,therealjohnosa,['visit_benin']
2466,iamikhana,[]
2467,Besquared3,['DavidOlusoga']
2468,profdanhicks,"['hannahgsimpkins', 'ManCityCouncil', 'RahmanCllr']"
2469,Besquared3,"['mshedbristol', 'bristolmuseum']"
2470,editorArmourae,['JesusCollegeCam']
2471,profdanhicks,[]
2472,anthonyrichter,['profdanhicks']
2473,hebemachia,['britishmuseum']
2474,DanN9Teen,['LickshotLippy']
2475,Reach_Nishant,['qzafrica']
2476,peacetrophy,"['bristolmuseum', 'jon_finch15', 'BristolCouncil', 'MarvinJRees', 'Keir_Starmer']"
2477,RenaissanceGOG,"['doug_jerome', 'MPD_150']"
2478,pablodemattos,['britishmuseum']
2479,ImhotepsServant,"['pinedolopez', 'samfendermusic']"
2480,netushanrn,"['induswaliarch', 'qzafrica']"
2481,mykeliyoha,[]
2482,DanN9Teen,"['theboleyn', 'bbcrb']"
2483,OsaObadigie,"['ose_anenih', 'sugabelly']"
2484,profdanhicks,['bristolmuseum']
2485,CharlesChalin,['sugabelly']
2486,OnneOturkpo,"['MrPranPatel', 'JllJasmin']"
2487,CharlesChalin,['sugabelly']
2488,mikerobinson13,['pritipatel']
2489,Easterdude,[]
2490,Easterdude,[]
2491,Easterdude,[]
2492,Otosirieze,"['RichardAkuson', 'Ary_Ifeakandu', 'SonOfOlokun', 'SocratesMbamalu']"
2493,onefrontier,"['arthistorynews', 'sculptarch']"
2494,LareeLaThomas,[]
2495,badmansteez,"['profdanhicks', 'dumielauxepices', 'Audu', 'britishmuseum']"
2496,IAmKingEcho,"['EdoSocials', 'Blackdotmandy', 'Chuklegend', 'Eseosa_Sahon', 'josteez_', 'Judeokhuelegbe', 'oteghe', 'HorbhazheLugard', 'Black_artitude', 'visit_benin', 'VillBella', 'oyemwen__']"
2497,HorbhazheLugard,"['EdoSocials', 'Chuklegend', 'Eseosa_Sahon', 'josteez_', 'Judeokhuelegbe', 'oteghe', 'Black_artitude', 'visit_benin', 'VillBella', 'oyemwen__']"
2498,Ammiedha,"['EdoSocials', 'Chuklegend', 'Eseosa_Sahon', 'josteez_', 'Judeokhuelegbe', 'oteghe', 'HorbhazheLugard', 'Black_artitude', 'visit_benin', 'VillBella', 'oyemwen__']"
2499,RElvisgate,"['EdoSocials', 'Chuklegend', 'Eseosa_Sahon', 'josteez_', 'Judeokhuelegbe', 'oteghe', 'HorbhazheLugard', 'Black_artitude', 'visit_benin', 'VillBella', 'oyemwen__']"
2500,anthonyrichter,"['britishmuseum', 'BrutishMuseum']"
2501,BelindaOtas,[]
2502,Rizvanadeniyi,[]
2503,SimplyAYT_,[]
2504,femicodes,[]
2505,AnamjemWAK,[]
2506,___Debonair,[]
2507,EAustinz,[]
2508,protosemite,[]
2509,bristolmuseum,"['Tracy10_', 'zakmensah', 'jon_finch15']"
2510,bb_rollins1,[]
2511,rosebudlips5,[]
2512,Skram45911778,[]
2513,TheMadamEditor,[]
2514,ill_nojie,[]
2515,ukachukwuchinwe,[]
2516,Carla_Ardis,[]
2517,abeeregyptscot,"['uoacollections', 'MuseumsUnlocked']"
2518,abeeregyptscot,"['MuseumsUnlocked', 'uoacollections']"
2519,AlisonFisk,['metmuseum']
2520,0vienrioba,[]
2521,NGBooksofRecord,[]
2522,Skudaf_Street,"['IamDencia', 'joytongo']"
2523,ejay_a1,[]
2524,Mr_Dave_Haslam,[]
2525,chibenho,[]
2526,DamilareMykels,"['konibajebaby', 'emmzy5000']"
2527,jentlejoon,[]
2528,Tanica,[]
2529,OAA_14,['foreignoffice']
2530,ARTXEDO,[]
2531,yagbebi,[]
2532,movinghistories,[]
2533,StephenIkechuk4,[]
2534,LangstonReview,[]
2535,lbljewelry,['Etsy']
2536,aguiboukamate,['YouTube']
2537,AgoneDrone,[]
2538,WorldsOracle1,[]
2539,JudgesConsulta1,[]
2540,Ekpnd2,[]
2541,jnizzo,[]
2542,JudgesConsulta1,[]
2543,EternalPanther,[]
2544,EternalPanther,[]
2545,lbljewelry,['Etsy']
2546,profdanhicks,['Pitt_Rivers']
2547,Quincy_Ikilo,[]
2548,BlkHistStudies,[]
2549,BlkHistStudies,[]
2550,BlkHistStudies,[]
2551,BlkHistStudies,[]
2552,lbljewelry,['Etsy']
2553,Vinceobinka,"['LegbeOluwafemi', 'enigma_kaye']"
2554,lbljewelry,['Etsy']
2555,lbljewelry,['Etsy']
2556,darrickmusic,[]
2557,YAFng,[]
2558,YAFng,[]
2559,TJAbif,[]
2560,melissa_bell37,['CM_Anthro']
2561,lbljewelry,['Etsy']
2562,NaijaUse,[]
2563,lbljewelry,['Etsy']
2564,MrEFinch,['LukeCHale']
2565,lbljewelry,['Etsy']
2566,myvoyageback,[]
2567,Heartbeat360NG,[]
2568,Kampari_Tours,[]
2569,bixhiribarren,['ChristiesInc']
2570,lbljewelry,['Etsy']
2571,BrutishMuseum,"['artcrimeprof', 'ChristiesInc']"
2572,artcrimeprof,"['profdanhicks', 'Feli_Bodenstein']"
2573,lbljewelry,['Etsy']
2574,WorldsOracle1,[]
2575,samjunior01,['kimistiredofit']
2576,lbljewelry,['Etsy']
2577,lbljewelry,['Etsy']
2578,GimbaFaith,"['britishmuseum', 'Google']"
2579,lbljewelry,['Etsy']
2580,Coz_Cat,[]
2581,madingowarrior,[]
2582,lbljewelry,['Etsy']
2583,kimbiddulph,['profdanhicks']
2584,colkefas,"['ChocBoyNoni', 'Areeluolat', 'NigeriaStories']"
2585,nigeriainvideos,[]
2586,lbljewelry,['Etsy']
2587,JoannaRTaylor,[]
2588,peacepills,[]
2589,lbljewelry,['Etsy']
2590,JudgesConsulta1,[]
2591,JudgesConsulta1,[]
2592,lbljewelry,['Etsy']
2593,lbljewelry,['Etsy']
2594,DanNouveau,"['CharlestonTrust', 'profdanhicks', 'DarrenKC', 'britishmuseum']"
2595,BlkHistStudies,[]
2596,lbljewelry,['Etsy']
2597,iam_osehi,"['bukolawosanya', 'NigeriaStories']"
2598,enebome,"['profdanhicks', 'EROMOSELEJOHNA', 'MariaWiesner']"
2599,SandrasPainting,[]
2600,KouleursdAfrik,[]
2601,enebome,[]
2602,DannyDa00698955,[]
2603,sugarkat,[]
2604,lbljewelry,['Etsy']
2605,NewAfricanFacts,[]
2606,EniolaHavoc,[]
2607,rhaplord,[]
2608,Ogunsd1,"['Blackbo70083561', 'aomuabor3', 'Whisper2raw']"
2609,reals1111,"['nzea15', 'EmmaUwanaka', 'QDPAPER', 'jacksonpbn', 'icanblessyoubig']"
2610,JudgesConsulta1,[]
2611,SciTechAfrica,[]
2612,msemchesnokov,[]
2613,DanielNoelC,['CNNStyle']
2614,castronyc,[]
2615,JudgesConsulta1,[]
2616,JudgesConsulta1,[]
2617,hypothesesorg,[]
2618,Lixus_014,[]
2619,lbljewelry,['Etsy']
2620,NamiiBlack,['IamRouvafe']
2621,MelkiJRussell,[]
2622,lbljewelry,['Etsy']
2623,HornimanMuseum,['Lucymuseum']
2624,slizzymusic,['thasouthwestson']
2625,Mr_LightSkin1,"['xspotsdamark', 'mwwebster01', 'MBEmpower']"
2626,taku_muso_,[]
2627,MunyaSiggs26,"['TinoChinyoka', 'Yvonne_Maphosa', 'Her__Hotness']"
2628,lbljewelry,['Etsy']
2629,starnathanpope,[]
2630,Gidi_Traffic,['gidifeedtv']
2631,gidifeedtv,['Gidi_Traffic']
2632,HistoryVille,[]
2633,lbljewelry,['Etsy']
2634,ojoraolabisi,[]
2635,WorldsOracle1,[]
2636,RodneyB48171632,[]
2637,OneLegSandpiper,"['Sand2Stone', 'MichelleVista', 'extradiagetic']"
2638,BrutishMuseum,"['profdanhicks', 'JesusCollegeCam', 'MAACambridge']"
2639,lulu_ntu,[]
2640,uwagbale_,"['EmekaOkoye', 'asemota', 'emeka_okafor', 'afalli', 'ayoalli', 'enkayfreda', 'obiasika', 'banksinvogue', 'TomiDee', 'ChifeDr', 'dkoa', 'OlufemiAwoyemi', 'RGAMeyer', 'dirosky']"
2641,uwagbale_,"['EmekaOkoye', 'asemota', 'emeka_okafor', 'afalli', 'ayoalli', 'enkayfreda', 'obiasika', 'banksinvogue', 'TomiDee', 'ChifeDr', 'dkoa', 'OlufemiAwoyemi', 'RGAMeyer', 'dirosky']"
2642,ojoraolabisi,[]
2643,Mohammed222022,"['HistoryHeroes', 'nytimes', 'mukmohware2121', 'etBritish', 'malonebarry', 'martinplaut', 'Yetnayet1', 'diplocourier', '_iwakeli_i', 'guardian', 'lemnsissay', 'MaazaMengiste', 'cobbo3', 'EmmanuelIgunza', 'V_and_A', 'FrehiwotNG', 'GEngida56', 'Don_Costy', 'UNESCO', 'EthioEmbassyUK', 'atlasobscura', 'panafricanuk', 'CathyDAndrea99', 'mussiebeyene', 'NoCasteSingh', 'incunabula', 'sarahleah1', 'allimadi', '_AfricanUnion', 'cchukudebelu', 'africanews', 'cmroberson06', 'UNESCO_Addis', 'britishmuseum', 'anchihoye', 'kiyakiko', 'globetrotter1_', 'alulapan', 'UKinEthiopia', 'jeremycorbyn', 'AMcPhailUK', 'AdamAbebe', 'NAM_London', 'NebiyuTedla', 'africasacountry', 'Mekbetit', 'BlkHistStudies', 'GirumTweets', 'profdanhicks', 'InsideOutWest']"
2644,profdanhicks,['bristolmuseum']
2645,MrKeetch,[]
2646,MrKeetch,[]
2647,lbljewelry,['Etsy']
2648,Lew16319069Dawn,[]
2649,Seruka_Afrika,"['PierreDastiny', 'Gr88nD84L', 'CNEWS']"
2650,tamiyaandy,"['WinchelseaSch', 'KarenPa24187427', 'sutlyduzit', 'MrKeetch', 'Winchelsea1']"
2651,BuleMjoli,['meditatechalice']
2652,jphotomoralism2,[]
2653,OrageAfricain,[]
2654,DBC_of_PBC,['paddydocherty']
2655,andrewahala,[]
2656,Bigbounce01,"['Doorknobsnob', 'nirvanaaa19', 'arslanbaig84', 'TellYourSonThis']"
2657,ItzDayo,[]
2658,guillaumevial10,"['sfhomoutremers', 'RoutledgeHist', 'routledgebooks', 'bixhiribarren']"
2659,profdanhicks,"['arborlowenviron', 'stmungomuseum', 'stmungomuseum']"
2660,Sankofah20,[]
2661,Sankofah20,[]
2662,Cleitin_Cris_82,[]
