,container_type,source,bib,filled,gsrank,pub_url,author_id,num_citations,url_scholarbib,url_add_sclib,citedby_url,url_related_articles,eprint_url
140,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Passions and pathogens: Notes on the uncertainty of heritage', 'author': ['P Probst'], 'pub_year': '2020', 'venue': 'HAU: Journal of Ethnographic Theory', 'abstract': ""but while the two objectives go together, the objects on display don't. In contrast to the Nok terra cottas and the Benin and Ife bronzes, the automobile is  image (an icon of the enemy in the public imagination, for example), but in fact it damages only the stone or bronze of the""}",False,141,https://www.journals.uchicago.edu/doi/full/10.1086/712054,[''],0,/scholar?q=info:lZSPAtg2vuEJ:scholar.google.com/&output=cite&scirp=140&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D140%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=lZSPAtg2vuEJ&ei=HDrGYMj3GMvhmQGx5IX4Cw",,"/scholar?q=related:lZSPAtg2vuEJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",https://www.journals.uchicago.edu/doi/full/10.1086/712054
141,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Great Benin', 'author': ['S Picton'], 'pub_year': '1997', 'venue': 'African Arts', 'abstract': ""the raised profile of museums as historical resources for schools (Bennet 1993:17), the controversy in the late '80s over restitution of the  The passive sentence constructions in the informa- tion panel on “The Benin Bronzes“ in effect deny responsibility for the acquisition of these""}",False,142,https://search.proquest.com/openview/aefc5e2cd34a5755d546d97f4a2a1e8d/1?pq-origsite=gscholar&cbl=35901,[''],1,/scholar?q=info:Ry9Mr0J-e90J:scholar.google.com/&output=cite&scirp=141&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D140%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=Ry9Mr0J-e90J&ei=HDrGYMj3GMvhmQGx5IX4Cw","/scholar?cites=15959488529391431495&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:Ry9Mr0J-e90J:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
142,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'DePaul Journal of Art, Technology & Intellectual Property Law', 'author': ['L UPDATE'], 'pub_year': '2009', 'venue': 'DePaul Journal of Art, Technology & Intellectual …', 'abstract': ""LEAD ARTICLES Museums' Initiation of Declaratory Judgment Actions and Assertion of Statutes of Limitations In Response To Nazi-Era Art Restitution Claims-A Defense  Restituting Colonial Plunder: The Case For The Benin Bronzes and Ivories""}",False,143,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/dael23&section=12,[''],0,/scholar?q=info:7NoNzJXj8rgJ:scholar.google.com/&output=cite&scirp=142&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D140%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=7NoNzJXj8rgJ&ei=HDrGYMj3GMvhmQGx5IX4Cw",,,http://via.library.depaul.edu/cgi/viewcontent.cgi?article=1000&context=jatip
143,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'One Hundred Years of Looting of Nigerian Art Treasures 1897-1996', 'author': ['F Shyllon'], 'pub_year': '1998', 'venue': 'Art Antiquity & L.', 'abstract': '3 E. Eyo, \'Nigeria\' in \'Return and Restitution of Cultural Property: Viewpoints\' (1979), Vol  1968 reported what it called the \'landmark sale\' of a ""splendid Benin bronze head of  ""Benin bronzes"", the saleroom correspondent added, ""are the most sought after of African sculptures and'}",False,144,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/artniqul3&section=38,[''],9,/scholar?q=info:RSwhSL6_R-0J:scholar.google.com/&output=cite&scirp=143&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D140%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=RSwhSL6_R-0J&ei=HDrGYMj3GMvhmQGx5IX4Cw","/scholar?cites=17097845334310202437&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:RSwhSL6_R-0J:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
144,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'NARRATIVES OF COLLECTIVE MEMORY: THE MEMORY OF GERMAN COLONIZATION IN TOGO TODAY', 'author': ['J Lippelt'], 'pub_year': '2020', 'venue': 'NA', 'abstract': 'takings. Some of the most current ones are the restitution of colonial objects, decolo  ing of the Berliner Schloss, and its inside, the Humboldt Forum. In that context, the res- titution of colonial objects (like the Benin bronzes from Nigeria, or the Nama and Herero'}",False,145,https://www.researchgate.net/profile/Judith_Lippelt/publication/348048576_NARRATIVES_OF_COLLECTIVE_MEMORY_THE_MEMORY_OF_GERMAN_COLONIZATION_IN_TOGO_TODAY_ERZAHLUNGEN_DES_KOLLEKTIVEN_GEDACHTNISSES_DIE_ERINNERUNG_AN_DIE_DEUTSCHE_KOLONIALZEIT_IM_HEUTIGEN_TOGO/links/5fedb66c299bf140885e8243/NARRATIVES-OF-COLLECTIVE-MEMORY-THE-MEMORY-OF-GERMAN-COLONIZATION-IN-TOGO-TODAY-ERZAeHLUNGEN-DES-KOLLEKTIVEN-GEDAeCHTNISSES-DIE-ERINNERUNG-AN-DIE-DEUTSCHE-KOLONIALZEIT-IM-HEUTIGEN-TOGO.pdf,[''],0,/scholar?q=info:ur7bJXjxnZYJ:scholar.google.com/&output=cite&scirp=144&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D140%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=ur7bJXjxnZYJ&ei=HDrGYMj3GMvhmQGx5IX4Cw",,"/scholar?q=related:ur7bJXjxnZYJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",https://www.researchgate.net/profile/Judith_Lippelt/publication/348048576_NARRATIVES_OF_COLLECTIVE_MEMORY_THE_MEMORY_OF_GERMAN_COLONIZATION_IN_TOGO_TODAY_ERZAHLUNGEN_DES_KOLLEKTIVEN_GEDACHTNISSES_DIE_ERINNERUNG_AN_DIE_DEUTSCHE_KOLONIALZEIT_IM_HEUTIGEN_TOGO/links/5fedb66c299bf140885e8243/NARRATIVES-OF-COLLECTIVE-MEMORY-THE-MEMORY-OF-GERMAN-COLONIZATION-IN-TOGO-TODAY-ERZAeHLUNGEN-DES-KOLLEKTIVEN-GEDAeCHTNISSES-DIE-ERINNERUNG-AN-DIE-DEUTSCHE-KOLONIALZEIT-IM-HEUTIGEN-TOGO.pdf
145,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': ""Sorry-Ish: How Europe's “Apology Adjacent” Restitution Policies are Endangering the Future of Provenance Research, and Why the United States is the …"", 'author': ['SV Anderson'], 'venue': 'NA', 'pub_year': 'NA'}",False,146,,[''],0,/scholar?q=info:XYnqs8O_BxkJ:scholar.google.com/&output=cite&scirp=145&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D140%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=XYnqs8O_BxkJ&ei=HDrGYMj3GMvhmQGx5IX4Cw",,"/scholar?q=related:XYnqs8O_BxkJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
146,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Everything in its Right Place?', 'author': ['B Gissibl'], 'pub_year': '2019', 'venue': 'Dress and Cultural Difference in Early Modern Europe', 'abstract': 'Such proactive restitution is only suggested for an attached list of carefully selected objects – including 26 bronzes looted from the Palaces of Abomey in 1892, which Macron promised to return immediately to the state of Benin from the holdings of the Musée Quai Branly'}",False,147,https://www.degruyter.com/document/doi/10.1515/9783110635942-010/html,[''],0,/scholar?q=info:_WfwtEjVOpoJ:scholar.google.com/&output=cite&scirp=146&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D140%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=_WfwtEjVOpoJ&ei=HDrGYMj3GMvhmQGx5IX4Cw",,,
147,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Art in Visual Display', 'author': ['R Cruz'], 'venue': 'NA', 'pub_year': 'NA', 'abstract': ""http://dx.doi.org/10.1080/08949468.2017.1371550 Wood, P. (2012). Display, Restitution and World Art History: The Case of the 'Benin Bronzes'. Visual Culture In Britain\u200b, \u200b13\u200b(1), 115-137. http://dx.doi.org/10.1080/14714787.2012.641854""}",False,148,https://openlab.citytech.cuny.edu/rcruz-eportfolio/files/2019/12/Compare-and-contrast.docx.pdf,[''],0,/scholar?q=info:I_ILDddUu3wJ:scholar.google.com/&output=cite&scirp=147&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D140%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=I_ILDddUu3wJ&ei=HDrGYMj3GMvhmQGx5IX4Cw",,"/scholar?q=related:I_ILDddUu3wJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",https://openlab.citytech.cuny.edu/rcruz-eportfolio/files/2019/12/Compare-and-contrast.docx.pdf
148,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': ""Vivre l'objet: interprétation et scénographie au British Museum"", 'author': ['C Eyene'], 'pub_year': '2007', 'venue': 'Africultures', 'abstract': ""11Laude écrit que : « Selon Duarte Pacheco, de 1495 à 1521, les Portugais donnaient 12 à 15 manilles (bracelets de cuivre) pour un esclave » [4]. Et ajoute que : « le développement de l'art du bronze aux XVI e et XVII e siècles, fut la  Bronzes du Bénin, 2007. © British""}",False,149,https://www.cairn.info/revue-africultures-2007-1-page-135.htm,[''],1,/scholar?q=info:RxHrD1-hBnMJ:scholar.google.com/&output=cite&scirp=148&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D140%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=RxHrD1-hBnMJ&ei=HDrGYMj3GMvhmQGx5IX4Cw","/scholar?cites=8288489593883005255&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:RxHrD1-hBnMJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
149,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Benin Bronzen im Kaiserreich–oder warum koloniale Objekte so viel Ärger machen', 'author': ['R Habermas'], 'pub_year': '2017', 'venue': 'Historische Anthropologie', 'abstract': 'auch Paul Wood, Display, Restitution and World Art History. The Case of the „Benin Bronzes“, in: Visual Culture in Britain 13 (2012) H. 1, 115–137, 119, bezieht sich ebenso auf die dauerhafte Ausstellung im London Horniman Museum, welche diese mit der Bronzeproduktion'}",False,150,https://search.proquest.com/openview/37abc9871cb10a4adfb48a8a7c5b8955/1?pq-origsite=gscholar&cbl=2038906,[''],1,/scholar?q=info:b4y-JdgXg1AJ:scholar.google.com/&output=cite&scirp=149&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D140%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=b4y-JdgXg1AJ&ei=HDrGYMj3GMvhmQGx5IX4Cw","/scholar?cites=5801506962096950383&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:b4y-JdgXg1AJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
150,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Beyond Compare: Art from Africa in the Bode Museum', 'author': ['K Otto'], 'pub_year': '2019', 'venue': 'Museum Anthropology Review', 'abstract': 'When confronted with the visual similarities of the size and posture mirrored between the pair of bronze/brass figures staged  features several of the more controversial objects in the current discussions of repatriation and restitution, including several bronzes from Benin'}",False,151,https://search.proquest.com/openview/7819eb95f8431dee5e59ee5b0e326350/1?pq-origsite=gscholar&cbl=4661809,[''],0,/scholar?q=info:ZI9DrQEtubQJ:scholar.google.com/&output=cite&scirp=150&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D150%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=ZI9DrQEtubQJ&ei=PzrGYM_EKYLgmQH7uLH4AQ",,"/scholar?q=related:ZI9DrQEtubQJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",https://scholarworks.iu.edu/journals/index.php/mar/article/download/26579/32442/64195
151,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Allegory and metaphor in tableware', 'author': ['S Amador'], 'pub_year': '1999', 'venue': 'NA', 'abstract': 'These bronzes taught me to use size, convention, and traditional symbolic meaning to enhance the content of the stories told with relief. Yoruba relief carving on the doors to  5 Page 10. Fig. 4. Altar of the Hand, Benin. Bronze, 1\' 51/2"" high. British Museum, London. Apt'}",False,152,https://mountainscholar.org/handle/10217/86834,[''],0,/scholar?q=info:e-j016fEYSQJ:scholar.google.com/&output=cite&scirp=151&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D150%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=e-j016fEYSQJ&ei=PzrGYM_EKYLgmQH7uLH4AQ",,,https://mountainscholar.org/bitstream/handle/10217/86834/1999_Spring_Amador_Susan.pdf?sequence=1
152,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'An agenda for modernisation, neo-traditionalism or Africanisation?', 'author': ['I Van Kessel'], 'pub_year': '2001', 'venue': 'Quest', 'abstract': 'The new elite draws its inspiration not from the Benin bronzes, the learned tradition of Ethiopia or the political institutions of pre-colonial Africa, but from  It is the age of restitution and reparation to Africa.""22 And from all sides came of course claims that the notion of an African'}",False,153,https://core.ac.uk/download/pdf/15592624.pdf,['3kLCpCQAAAAJ'],25,/scholar?q=info:cG8t5oxZb0sJ:scholar.google.com/&output=cite&scirp=152&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D150%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=cG8t5oxZb0sJ&ei=PzrGYM_EKYLgmQH7uLH4AQ","/scholar?cites=5435661736951508848&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:cG8t5oxZb0sJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",https://core.ac.uk/download/pdf/15592624.pdf
153,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'The Return of Cultural Treasures', 'author': ['DG Romano'], 'pub_year': '1991', 'venue': 'NA'}",False,154,,['kjPj4HUAAAAJ'],0,/scholar?q=info:7xa5bWcqqVcJ:scholar.google.com/&output=cite&scirp=153&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D150%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=7xa5bWcqqVcJ&ei=PzrGYM_EKYLgmQH7uLH4AQ",,,
154,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Sophocles: Philoctetes', 'author': ['R Jones'], 'pub_year': '1991', 'venue': 'NA'}",False,155,,[''],0,/scholar?q=info:o-HmtraZP_UJ:scholar.google.com/&output=cite&scirp=154&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D150%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=o-HmtraZP_UJ&ei=PzrGYM_EKYLgmQH7uLH4AQ",,,
155,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': ""'A Welcome and Important Part of their Role': The Impact of Repatriation on Museums in Scotland"", 'author': ['N Curtis'], 'pub_year': '2014', 'venue': 'Museums and Restitution: New Practices, New …', 'abstract': ""Museums and Restitution 96 as a just people, and their awareness that they had been beneficiaries as well as victims of imperial conquest'(Glasgow City Council 2000). Likewise, in his letter to the Director of Glasgow Museums requesting the repatriation of Benin bronzes to""}",False,156,https://books.google.com/books?hl=en&lr=&id=8MQFDAAAQBAJ&oi=fnd&pg=PA85&dq=benin+bronzes+restitution&ots=ZFCXUep-yJ&sig=wZ4_KIxiOEclaEiSm_7WuaB-uS8,['U_f48uYAAAAJ'],4,/scholar?q=info:upNcAUPl8I8J:scholar.google.com/&output=cite&scirp=155&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D150%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=upNcAUPl8I8J&ei=PzrGYM_EKYLgmQH7uLH4AQ","/scholar?cites=10372042017782666170&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:upNcAUPl8I8J:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
156,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Repatriation of cultural objects: The case of China', 'author': ['Z Liu'], 'pub_year': '2015', 'venue': 'NA', 'abstract': ""The twist of the bronze heads from Yuangmianyuan reflects the difficulties for countries of origin to  communities are demanding the restitution or return of cultural objects  sought the return of the Benin bronzes; India demands the return of 'Kohinoor Diamond' and""}",False,157,https://pure.uva.nl/ws/files/2479782/158852_01_1_.pdf,[''],2,/scholar?q=info:u_XB11vdPMIJ:scholar.google.com/&output=cite&scirp=156&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D150%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=u_XB11vdPMIJ&ei=PzrGYM_EKYLgmQH7uLH4AQ","/scholar?cites=13996305128492234171&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:u_XB11vdPMIJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",https://pure.uva.nl/ws/files/2479782/158852_01_1_.pdf
157,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Culture in ruins', 'author': ['J Stanyard', 'R Dhaouadi'], 'pub_year': '2020', 'venue': 'NA', 'abstract': 'Working towards the restitution of objects from overseas. • Conducting outreach programmes to educate communities about the value of cultural heritage and the harm of illegal trade  Gulf of Guinea Bauchi Kano Sokoto Ibadan Benin City ABUJA Lagos Maiduguri Gombe Jos'}",False,158,http://enact-africa.s3.amazonaws.com/site/uploads/2020-11-12-calture-in-ruins-nigeria-case-study.pdf,"['', '']",0,/scholar?q=info:NxB-mr1lLucJ:scholar.google.com/&output=cite&scirp=157&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D150%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=NxB-mr1lLucJ&ei=PzrGYM_EKYLgmQH7uLH4AQ",,"/scholar?q=related:NxB-mr1lLucJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",http://enact-africa.s3.amazonaws.com/site/uploads/2020-11-12-calture-in-ruins-nigeria-case-study.pdf
158,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'The Darker Side of Museum Art: Acquisition and Restitution of Cultural Objects with a Dubious Provenance; The Darker Side of Museum Art; Frank Kuitenbrouwer', 'author': ['F Kuitenbrouwer'], 'pub_year': '2005', 'venue': 'European Review', 'abstract': 'The Glasgow City Council has developed a restitution policy, taking into account whether the requesters truly represent their group, the cultural  returned.32 The return of other objects claimed by Wounded Knee was refused, as was a claim for bronzes and ivories by Benin'}",False,159,https://search.proquest.com/openview/04932fa60d896b28cb0f94b730fad23b/1?pq-origsite=gscholar&cbl=30174,[''],1,/scholar?q=info:19iMYqMzV44J:scholar.google.com/&output=cite&scirp=158&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D150%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=19iMYqMzV44J&ei=PzrGYM_EKYLgmQH7uLH4AQ","/scholar?cites=10256723453185677527&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:19iMYqMzV44J:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
159,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': ""… le passé et protéger l'avenir: la protection du patrimoine culturel en Afrique subsaharienne à travers les exemples de la République du Bénin et du Nigéria"", 'author': ['J Crampette'], 'venue': 'NA', 'pub_year': 'NA', 'abstract': ""de demande de restitution avec la République Fédérale d'Allemagne pour des bronzes du Royaume du Bénin devant être exposés au tout nouveau Humboldt Forum à Berlin2. Ils se sont également lancés dans la construction d'un nouveau musée à Benin City dédié à l'art d""}",False,160,https://1995unidroitcap.org/wp-content/uploads/2021/04/Rapport-Jeanne-Crampette.pdf,[''],0,/scholar?q=info:ZYrek5MDBPcJ:scholar.google.com/&output=cite&scirp=159&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D150%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=ZYrek5MDBPcJ&ei=PzrGYM_EKYLgmQH7uLH4AQ",,,https://1995unidroitcap.org/wp-content/uploads/2021/04/Rapport-Jeanne-Crampette.pdf
160,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Crime, criminology and post-colonial theory: criminological reflections on West Africa', 'author': ['B Agozino'], 'pub_year': '2012', 'venue': 'Transnational and comparative criminology', 'abstract': ""But neither was it pure barbarism. Its focus on restitution and reconciliation muted the violence of physical punishment, which was, in any case, limited by the principle of 'an eye for and eye'  Imperial conquest as crime – the case of the Benin Bronzes""}",False,161,https://www.taylorfrancis.com/chapters/edit/10.4324/9781843146049-9/crime-criminology-post-colonial-theory-criminological-reflections-west-africa-biko-agozino,['FIt7e9AAAAAJ'],28,/scholar?q=info:IwrwXYSKV4kJ:scholar.google.com/&output=cite&scirp=160&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D160%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=IwrwXYSKV4kJ&ei=QTrGYLSYPIXSmAGuvJ7YDw","/scholar?cites=9896531007286282787&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:IwrwXYSKV4kJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
161,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Confronting Colonial Amnesia', 'author': ['C Injustice', 'CC Objects', 'C Stahn'], 'pub_year': '2020', 'venue': 'Journal of International Criminal …', 'abstract': 'Page 8. 800 JICJ (2020) 793-824 Herero and Nama cases), time has been invoked as a bar to redress. In par- ticular, the intertemporal rule48 and statutes of limitation serve as a limit to investigations, reparation claims and requests for restitution or recognition of wrongs'}",False,162,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jicj18&section=43,"['', '', 'FokVeDAAAAAJ']",0,/scholar?q=info:9jLumuwWEm0J:scholar.google.com/&output=cite&scirp=161&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D160%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=9jLumuwWEm0J&ei=QTrGYLSYPIXSmAGuvJ7YDw",,,
162,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'MoMA and Nazi-Era Art Restitution: Contexts and Thoughts for the Future', 'author': ['TQ Le'], 'pub_year': '2017', 'venue': 'NA', 'abstract': 'objects as the so-called Parthenon marbles7 and the bronze plaques and masks of Benin surge8  Such Holocaust-era restitution cases are  8 Salome Kiwara-Wilson, “Restituting Colonial Plunder: The Case for the Benin Bronzes and Ivories,” DePaul Journal of Art, Technology &'}",False,163,https://spectrum.library.concordia.ca/982899/,[''],0,/scholar?q=info:mB7pjYE1OvoJ:scholar.google.com/&output=cite&scirp=162&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D160%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=mB7pjYE1OvoJ&ei=QTrGYLSYPIXSmAGuvJ7YDw",,"/scholar?q=related:mB7pjYE1OvoJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",https://spectrum.library.concordia.ca/982899/1/Le_MA_F2017.pdf
163,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Primitive/Modern/Contemporary', 'author': ['P Wood'], 'pub_year': '2018', 'venue': 'A Companion to Modern Art', 'abstract': 'Page 73. PRIMITIVE/MODERN/CONTEMPORARY◼◼◼ 61 civilizational divide, the finger scrawling in mud and the crudely hacked idol, on the other the finely finished bronze of the European art tradition  I will take the “Benin bronzes” for a case study (see Wood 2012b)'}",False,164,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118639948#page=67,['tOEYd9YAAAAJ'],1,/scholar?q=info:neiERThPN6oJ:scholar.google.com/&output=cite&scirp=163&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D160%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=neiERThPN6oJ&ei=QTrGYLSYPIXSmAGuvJ7YDw","/scholar?cites=12265359213269936285&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:neiERThPN6oJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
