,author,count,surname,race,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",african
54,a ogundipe,1,ogundipe,"GreaterAfrican,Africans",0.004158886,0.00012146456,0.00032305619,0.8745912,0.0005935286,0.096277244,0.0011648983,0.0023878133,0.004384529,0.00023328747,0.01283351,0.0029248751,5.6492054e-06,African
618,k sinclair,1,sinclair,"GreaterEuropean,British",0.0026197787,0.0003110109,0.00019174031,0.0034483632,0.0011455765,0.81286126,0.00029646838,0.0054678335,0.16543724,0.0002157812,0.0026938862,0.0037304775,0.0015804764,Non-African
619,k smith,1,smith,"GreaterEuropean,British",0.0025730792,0.0041091386,0.0022330591,0.0053758896,0.0028027182,0.93060255,0.0009448234,0.015394839,0.015283785,0.0019486102,0.012589142,0.003485974,0.0026564354,Non-African
620,k stroeken,1,stroeken,"GreaterEuropean,British",0.0019324261,0.033855826,0.0021323385,0.00043674474,0.00645054,0.33458245,0.015095949,0.21346097,0.05172608,0.15085901,0.03308763,0.016686346,0.13969372,Non-African
621,k vereycken,1,vereycken,"GreaterEuropean,British",0.034022514,0.01846577,0.03308074,0.004899143,0.0045285774,0.4179093,0.070097014,0.031608656,0.053843763,0.20175777,0.02215811,0.021808002,0.08582065,Non-African
622,k wiredu,1,wiredu,"GreaterAfrican,Africans",0.0041471403,0.0020487823,0.09929191,0.7271264,0.07920452,0.01796954,0.0050172242,0.001548109,0.026241874,0.0014170246,0.032056525,0.0015407453,0.0023902592,African
623,k youcef tani,1,youcef tani,"GreaterEuropean,Jewish",0.007561797,0.0030290515,0.0007893159,0.037589464,0.15270512,0.019230325,0.2566893,0.29026404,0.016257867,0.013330065,0.023822377,0.17710856,0.0016227482,Non-African
656,l li,1,li,"Asian,GreaterEastAsian,EastAsian",0.9548798,0.0005610909,0.00054387405,0.00020113999,0.0026640457,0.019957615,0.0013682372,0.0063463706,0.0014352574,0.0016812311,0.0010487752,0.0030851774,0.0062273284,Non-African
658,l robert,1,robert,"GreaterEuropean,WestEuropean,French",0.0043498855,0.001427312,0.008483205,0.0018221708,0.0010523882,0.23567861,0.011096212,0.027868075,0.66309655,0.01324782,0.01718046,0.010149484,0.0045478567,Non-African
716,m lebailly,1,lebailly,"GreaterEuropean,WestEuropean,French",0.00029854255,9.319726e-05,0.00021491692,0.00030266374,0.0011712415,0.046856523,0.0003083279,0.00075064506,0.9426915,0.0004504566,0.0029427041,0.0031849944,0.0007344058,Non-African
659,l saint-raymond,1,saint-raymond,"GreaterEuropean,British",0.0034169035,0.006297934,0.019076874,0.0013891655,0.0007105432,0.88847727,0.000746242,0.049475525,0.0143846935,0.00023028956,0.013066527,0.0024969864,0.00023104738,Non-African
690,m bouffioux,1,bouffioux,"GreaterEuropean,WestEuropean,French",0.0012285447,3.9792834e-05,0.0012090568,0.08805393,0.034991235,0.02630278,0.0014326583,0.0018379283,0.834258,0.0016226638,0.005583152,0.0024069892,0.0010331625,Non-African
691,m bowles,1,bowles,"GreaterEuropean,British",0.0010400339,0.00085014995,0.00041489446,0.0004612777,0.00018434215,0.9949162,1.6739776e-05,0.00061768794,0.0006978709,2.032442e-05,0.0005001035,0.00025342815,2.690872e-05,Non-African
692,m braud,1,braud,"GreaterEuropean,British",0.017513951,0.0023432719,0.0107456725,0.00024608691,0.0071837483,0.38509122,0.014860212,0.30606443,0.102242194,0.08013478,0.008230178,0.0097089615,0.0556354,Non-African
693,m bult,1,bult,"GreaterEuropean,British",0.0028764948,0.0010899301,0.031224854,0.008788557,0.032911293,0.47401893,0.0740392,0.02068524,0.21356949,0.09606659,0.009556649,0.017473223,0.017699545,Non-African
694,m cisse,1,cisse,"GreaterAfrican,Africans",0.0010244612,0.0027383917,0.00052988424,0.8155401,0.00021379185,0.05256251,0.0023041335,0.004199894,0.08292279,0.010571364,0.008252002,0.01839066,0.0007499269,African
695,m crum,1,crum,"GreaterEuropean,British",0.0712863,0.0046216026,0.00084527733,0.021485804,0.0046612653,0.63031083,0.013883118,0.15305592,0.026533483,0.015079077,0.026630811,0.010948788,0.020657705,Non-African
696,m de vlaminck,1,de vlaminck,"GreaterEuropean,WestEuropean,French",0.0012966783,0.0012427341,0.002223607,0.00027473358,0.0018864615,0.15922546,0.046480954,0.021948725,0.6815167,0.045318775,0.017780913,0.006307067,0.014497132,Non-African
697,m de waele,1,de waele,"GreaterEuropean,British",0.0022464772,0.00062545034,0.0004700087,0.0052501108,0.0008373095,0.5259272,0.0037060492,0.08225633,0.22433284,0.02367113,0.05535342,0.059078526,0.01624522,Non-African
698,m diagne,1,diagne,"GreaterEuropean,WestEuropean,French",0.006948228,0.0003741033,0.005144026,0.24826273,0.0044048685,0.11124239,0.0068778507,0.014207958,0.37334898,0.003874869,0.07301974,0.14890346,0.003390846,African
46,a marr,1,marr,"GreaterEuropean,British",0.004188098,0.0023693668,0.021041775,0.003504425,0.05645536,0.69922733,0.057354927,0.054520678,0.033590775,0.031682327,0.014696123,0.01309139,0.008277517,Non-African
700,m du quai branly,1,du quai branly,"GreaterEuropean,WestEuropean,French",0.0011979544,0.00072278397,0.0003606433,0.0013126557,0.0005072722,0.23433995,0.0010594388,0.0010105476,0.72763044,0.004038815,0.012823717,0.011992227,0.003003609,Non-African
701,m erlich,1,erlich,"GreaterEuropean,EastEuropean",0.005459904,0.003601929,0.0031081885,0.008323042,0.024089044,0.048066452,0.48592737,0.13458174,0.038254824,0.07304467,0.1049702,0.056963693,0.013608908,Non-African
702,m feugere,1,feugere,"GreaterEuropean,WestEuropean,French",0.004626165,0.00080622715,0.012996494,0.054804623,0.00096915924,0.20285456,0.008353666,0.003545874,0.49754107,0.008034095,0.12660135,0.056640405,0.02222628,Non-African
703,m flitsch,1,flitsch,"GreaterEuropean,Jewish",0.014317798,0.003253477,0.0011934553,0.0012900976,0.0020430207,0.1283814,0.06350554,0.46061704,0.13202617,0.08551861,0.036010217,0.014489846,0.057353355,Non-African
704,m francozo,1,francozo,"GreaterEuropean,WestEuropean,Hispanic",0.0001676235,0.0003430193,0.00016603267,0.0011590457,0.0014644538,0.006144607,0.0011917114,0.00952389,0.07840052,0.0024203581,0.8766647,0.022178115,0.00017593968,Non-African
705,m frassetto,1,frassetto,"GreaterEuropean,WestEuropean,Italian",0.00020685629,0.00037815582,0.0026072839,0.001794236,0.002352187,0.042224687,0.004804018,0.06909588,0.17371872,0.02375618,0.20756643,0.46259683,0.00889849,Non-African
706,m guy,1,guy,"GreaterEuropean,WestEuropean,French",0.08213207,0.0066788015,0.0178377,0.015421213,0.021635087,0.24729288,0.01617112,0.015751626,0.47901705,0.0091555,0.08113402,0.0055605355,0.0022124685,Non-African
707,m hall,1,hall,"GreaterEuropean,British",0.0020094747,0.0007059892,0.002728531,0.0040898547,0.0032216662,0.8996038,0.004127063,0.044310335,0.0074070767,0.0057820156,0.00398863,0.0031298385,0.018895801,Non-African
708,m israel,1,israel,"GreaterEuropean,Jewish",0.0003022343,0.00045489517,0.015385336,0.20031068,0.23348044,0.044920113,0.018540096,0.42458558,0.020014433,0.0054988125,0.026859982,0.008745018,0.00090227823,Non-African
709,m iverson,1,iverson,"GreaterEuropean,British",0.001077801,0.0014053289,0.00043122817,0.0042317025,0.0005783489,0.87796885,0.0024284578,0.009848593,0.036995023,0.0012958589,0.005144601,0.012367709,0.046226528,Non-African
710,m izard,1,izard,"GreaterEuropean,WestEuropean,French",0.00089774554,0.0016584538,0.0005998825,0.0010201547,0.0025289473,0.013896966,0.0058581387,0.010772568,0.9176531,0.021044107,0.012209683,0.010321387,0.0015389274,Non-African
711,m jeudy-ballini,1,jeudy-ballini,"GreaterEuropean,WestEuropean,Italian",0.0004489714,0.00020452066,0.00072851276,0.0010099068,0.004991836,0.029255569,0.0015998306,0.00939164,0.018072855,0.013952786,0.037199978,0.880518,0.002625523,Non-African
712,m jones,1,jones,"GreaterEuropean,British",0.0016373625,0.0009776658,0.005729989,0.002444695,0.0024200797,0.9340544,0.0015574737,0.02219219,0.013045667,0.0010225876,0.008094664,0.003437482,0.0033858141,Non-African
713,m kadar,1,kadar,"Asian,IndianSubContinent",0.00015062782,0.00043488387,0.83197606,0.0064345542,0.1273615,0.005746166,0.0020641366,0.0146632,0.0030923039,0.0006781857,0.0030317616,0.00093072496,0.0034360145,Non-African
714,m kristmanson,1,kristmanson,"GreaterEuropean,Jewish",0.0029026752,0.0016500535,0.0061829495,0.0027868166,0.0019514476,0.20931128,0.040344138,0.42929456,0.00831906,0.031975497,0.020826144,0.0051054964,0.23934989,Non-African
715,m lambert,1,lambert,"GreaterEuropean,British",0.0059315343,0.002826005,0.0056763752,0.0020121129,0.001996327,0.5197968,0.018108563,0.053489506,0.3189066,0.01830954,0.025780527,0.01880614,0.0083599435,Non-African
836,p des villes,1,des villes,"GreaterEuropean,WestEuropean,French",0.0002818048,0.0004165645,0.0045875404,0.0014825915,0.00026027017,0.045247525,0.0003167406,0.004861803,0.7822289,0.0008680423,0.11236794,0.045294736,0.0017854829,Non-African
689,m besson,1,besson,"GreaterEuropean,WestEuropean,French",0.0012008612,0.0010811492,0.0006540292,0.010385766,0.00047692077,0.17512089,0.0027912313,0.04945986,0.70206624,0.005528528,0.018789273,0.016567763,0.01587753,Non-African
688,m banton,1,banton,"GreaterEuropean,British",0.009471063,0.0031729732,0.0038636166,0.002810199,0.00075099827,0.86740583,0.0013258214,0.021997996,0.06298189,0.0015095305,0.014541566,0.008064769,0.0021036842,Non-African
687,m auslander,1,auslander,"GreaterEuropean,British",0.003111937,0.0012521566,0.013720477,0.0051600975,0.0048112813,0.5531892,0.016239837,0.16536076,0.05399402,0.049937684,0.014732099,0.016318023,0.102172375,Non-African
672,lc ekechukwu,1,ekechukwu,"GreaterAfrican,Africans",0.0040608025,0.00059694226,0.0010475523,0.7624367,9.0703026e-05,0.1010614,0.0010557352,0.0028192864,0.030753404,0.08601188,0.0072147097,0.0024221407,0.00042877288,African
660,l sariaslan,1,sariaslan,"Asian,IndianSubContinent",3.6657326e-05,0.00063586596,0.9217102,0.002753528,0.046376828,0.003975406,0.000611019,0.0016732399,0.0052571627,0.0008456664,0.008351647,0.00224112,0.005531793,Non-African
661,l silva,1,silva,"GreaterEuropean,WestEuropean,Hispanic",0.0011211978,0.019000327,0.07275988,0.002275307,0.0009672282,0.0064987647,0.0036057106,0.010731233,0.005287496,0.0007757827,0.8476715,0.029138582,0.00016689897,Non-African
662,l smith,1,smith,"GreaterEuropean,British",0.0025730792,0.0041091386,0.0022330591,0.0053758896,0.0028027182,0.93060255,0.0009448234,0.015394839,0.015283785,0.0019486102,0.012589142,0.003485974,0.0026564354,Non-African
663,l update,1,update,"GreaterEuropean,British",0.009984079,0.00023476877,0.3681234,0.003040303,0.008703328,0.58908933,0.001067376,0.005888781,0.0068596173,0.00063727057,0.0030126353,0.0015509892,0.0018080717,Non-African
664,l veuillot,1,veuillot,"GreaterEuropean,WestEuropean,French",5.409354e-05,1.785281e-05,0.00016661809,0.00010378291,1.12810685e-05,0.005687426,3.5991274e-05,0.00015696329,0.98942566,0.00025440703,0.0012796854,0.0025648868,0.00024118286,Non-African
665,l vidal,1,vidal,"GreaterEuropean,WestEuropean,Hispanic",0.0058586346,0.011316697,0.034575187,0.007860956,0.02318889,0.14434187,0.034700092,0.06808777,0.19634166,0.008963377,0.26992926,0.0644926,0.130343,Non-African
48,a mcclellan,1,mcclellan,"GreaterEuropean,British",0.0013284785,0.0008902539,0.00014570243,0.00072764215,0.00010396917,0.959774,9.627019e-05,0.00090909353,0.026934622,0.00039954897,0.0032451926,0.0052627902,0.00018248845,Non-African
667,la bossebœuf,1,bossebœuf,"GreaterEuropean,WestEuropean,French",0.00052683195,0.00027440148,0.00026971198,0.081524625,0.016731305,0.13896807,0.033675294,0.011196476,0.5869324,0.018677197,0.07844776,0.0080033485,0.024772497,Non-African
668,la carpolog,1,carpolog,"GreaterEuropean,WestEuropean,Italian",0.0031322583,0.002720454,0.0025278395,0.08353753,0.014343027,0.22360025,0.055450257,0.16780819,0.0915942,0.024898732,0.068443574,0.25634828,0.005595371,Non-African
669,la de,1,de,"Asian,GreaterEastAsian,EastAsian",0.86376685,0.0040564146,0.06489466,0.00421379,0.0036211296,0.018033814,0.0036665234,0.0033804923,0.011787678,0.009010942,0.0017700819,0.0064942227,0.0053034513,Non-African
670,la lasisi,1,lasisi,"GreaterEuropean,WestEuropean,Italian",0.00022622115,0.00095040683,0.0042497627,0.08108534,0.04056043,0.11175377,0.0027453478,0.029757665,0.06915414,0.0018292695,0.06939222,0.5867431,0.0015523349,African
671,la roussin,1,roussin,"GreaterEuropean,WestEuropean,French",0.000262121,0.00016044483,0.002116962,0.0126013765,0.0030277846,0.07076786,0.010418985,0.003841332,0.86440325,0.013469885,0.0024640681,0.014804528,0.0016612882,Non-African
673,led yannick,1,yannick,"GreaterEuropean,British",0.0030561744,0.002374663,0.01680051,0.006656275,0.0018341147,0.8870143,0.0044417293,0.017809065,0.004843647,0.008585749,0.036701314,0.007157921,0.0027245036,Non-African
686,m archer,1,archer,"GreaterEuropean,British",0.0067690914,0.019110639,0.014040578,0.0051368247,0.0018720708,0.7063377,0.0063201617,0.06740678,0.05704829,0.015146886,0.02508004,0.05611662,0.019614369,Non-African
674,lfc desnoyer,1,desnoyer,"GreaterEuropean,WestEuropean,French",0.0010037388,0.000591714,0.00034192257,0.00046495968,0.001006021,0.0191067,0.0045170425,0.0049127564,0.9390317,0.008749403,0.010210829,0.0077008298,0.0023624154,Non-African
675,lh chancellor,1,chancellor,"GreaterEuropean,British",0.0004999396,0.0003748789,0.0049253786,0.003229474,0.0002115493,0.7997196,0.000324355,0.011517324,0.09092999,0.0005048214,0.072474875,0.014135786,0.0011520162,Non-African
676,lm helena,1,helena,"GreaterEuropean,WestEuropean,Hispanic",0.0021435532,0.00069842435,0.052931845,0.09142154,0.13181089,0.03717319,0.06181448,0.035098936,0.044259705,0.019396547,0.44931984,0.05499243,0.018938705,Non-African
677,lo ezenweke,1,ezenweke,"GreaterEuropean,British",0.008598464,0.0013681934,0.0020254538,0.31033027,0.00034219274,0.63152176,0.012493611,0.0066711404,0.003368223,0.0062737316,0.014784355,0.0016987834,0.0005238433,African
678,ls el-gendi,1,el-gendi,"GreaterAfrican,Muslim",3.2702705e-05,6.6526474e-05,0.0008327889,0.014013631,0.9685677,0.0013531375,0.0006620186,0.00496666,0.00027588868,0.0005702086,0.00034882754,0.00041684558,0.007893068,African
679,lv hendricks,1,hendricks,"GreaterEuropean,British",0.004347041,0.0012128259,0.001615277,0.0010655096,0.0011527385,0.9175191,0.00273687,0.020616679,0.021367352,0.0076425844,0.0069579314,0.001843308,0.011922762,Non-African
47,a mattei,1,mattei,"GreaterEuropean,WestEuropean,Italian",0.0062759835,0.013929496,0.03954035,0.022175938,0.0020231802,0.13569143,0.0049381126,0.0063729165,0.0126808295,0.0057710228,0.044375625,0.6985496,0.0076755057,Non-African
681,lw kruger,1,kruger,"GreaterEuropean,Jewish",0.0036227473,0.0006587887,0.0029698708,0.0015727353,0.005248892,0.08905138,0.081987515,0.4105381,0.05263824,0.06989949,0.01900604,0.015898695,0.24690753,Non-African
682,m accensi,1,accensi,"GreaterEuropean,WestEuropean,Italian",5.898341e-05,0.0008229593,0.00067060906,0.0034467725,0.0011162123,0.01831166,0.0009465445,0.009956063,0.014992986,0.0007915078,0.11284642,0.8359921,4.719271e-05,Non-African
683,m ajayi,1,ajayi,"GreaterAfrican,Africans",0.07681651,0.03866904,0.012794839,0.46521974,0.13261373,0.048641033,0.02233512,0.079331726,0.059226766,0.016986042,0.019261524,0.024550961,0.0035529316,African
684,m altmann,1,altmann,"GreaterEuropean,WestEuropean,Germanic",0.00192278,0.0025944354,0.00085123844,0.0018595381,0.0058272644,0.07282154,0.0307417,0.23757452,0.036777552,0.3973785,0.024689091,0.010058763,0.1769031,Non-African
685,m amyuni,1,amyuni,"GreaterEuropean,EastEuropean",0.067937136,0.042301383,0.08170779,0.14345792,0.034043614,0.0220755,0.27422497,0.03296996,0.028175868,0.0012395246,0.06314863,0.20715341,0.0015642206,African
33,a hammond,1,hammond,"GreaterEuropean,British",0.002633613,0.0016305408,0.0055829836,0.01203164,0.0027603148,0.8196584,0.0016729371,0.01190123,0.10246585,0.0057894615,0.0071437415,0.005270138,0.021459142,Non-African
840,p fux,1,fux,"GreaterEuropean,WestEuropean,Hispanic",0.006067067,0.006942736,0.0021440468,0.0034644383,0.036129337,0.04147349,0.017752478,0.08910551,0.25821522,0.0013325798,0.27187037,0.26110086,0.0044018244,Non-African
32,a hager,1,hager,"GreaterEuropean,WestEuropean,Nordic",0.005145141,0.0038902527,0.0014647661,0.0034718874,0.012640969,0.13531618,0.027626209,0.088997096,0.080476925,0.1622318,0.017669884,0.06816202,0.39290684,Non-African
13,a de gestion,1,de gestion,"GreaterEuropean,WestEuropean,French",0.00028586882,0.003938357,0.0066466434,0.0033425326,0.0023688502,0.16895857,0.0015574164,0.0079719415,0.7007275,0.0029980447,0.032434393,0.05628975,0.012480208,Non-African
990,sn nwabara,1,nwabara,"GreaterAfrican,Africans",0.00047031642,0.0010320013,9.671461e-05,0.98960096,5.148804e-05,0.0064465893,2.9038356e-05,6.196804e-05,0.0004503712,8.05894e-06,5.877007e-05,0.0016560231,3.775588e-05,African
991,so idahosa,1,idahosa,"GreaterAfrican,Africans",0.0054066926,0.18973069,0.00045417028,0.6791165,0.005768854,0.018583406,0.0015654035,0.0040814425,0.012566727,0.0014124248,0.059808988,0.021136442,0.00036825,African
992,so ogbechie,1,ogbechie,"GreaterAfrican,Africans",0.010750466,0.0004530749,3.1424323e-05,0.6922381,0.00013589031,0.2718428,0.0019859003,0.0038095196,0.014586552,0.0028260879,0.00095230265,0.00037002898,1.7897153e-05,African
993,sp bumbacher,1,bumbacher,"GreaterEuropean,WestEuropean,Germanic",0.0015431662,0.0006419468,0.036512222,0.01124185,0.010154011,0.118995756,0.022107322,0.264021,0.100200966,0.33048877,0.066051416,0.026438186,0.011603413,Non-African
994,spt aylett,1,aylett,"GreaterEuropean,British",0.0021855207,0.00048438902,0.0028906774,0.0023577851,0.00170669,0.9537581,0.0012838055,0.010345539,0.013442214,0.00019883028,0.005659707,0.0015912924,0.0040954407,Non-African
995,sr frey,1,frey,"GreaterEuropean,British",0.005036895,0.000576585,0.0025667103,0.018324802,0.0061152717,0.71999526,0.010314139,0.01885584,0.13812953,0.01572799,0.045311235,0.004519718,0.014525909,Non-African
996,ss stephens,1,stephens,"GreaterEuropean,British",0.004472628,0.0044415602,0.003994891,0.0052935267,0.0013115549,0.91715854,0.001037288,0.017926874,0.022462957,0.0033327641,0.011489826,0.0033246863,0.003752871,Non-African
997,stays cousin,1,cousin,"GreaterEuropean,WestEuropean,French",0.002361248,0.00052791083,0.0007433644,0.009155518,0.012670048,0.14998598,0.01742675,0.0052614496,0.7813007,0.004281003,0.0030590545,0.011688397,0.0015385558,Non-African
998,sv anderson,1,anderson,"GreaterEuropean,British",0.00096043694,0.0027006054,0.0013392568,0.006829529,0.0025942964,0.76703686,0.003645611,0.030718414,0.0900473,0.011320328,0.016149482,0.015503822,0.051154103,Non-African
999,sw black,1,black,"GreaterEuropean,British",0.018687341,0.004799727,0.0020276357,0.0019845257,0.001863835,0.68565065,0.016824502,0.13906169,0.06034353,0.031157898,0.0153995445,0.00606491,0.016134184,Non-African
1000,t acacus,1,acacus,"GreaterEuropean,WestEuropean,Italian",0.0005595169,0.0035505937,0.0012971169,0.010532219,0.0049965978,0.18826507,0.017805727,0.14820357,0.03360893,0.050586443,0.013758904,0.5127509,0.014084422,Non-African
1001,t argant,1,argant,"GreaterEuropean,British",0.006379412,0.0109301135,0.024926735,0.0054998756,0.054606456,0.25496712,0.030963937,0.24252495,0.18329145,0.006496139,0.13316049,0.04251281,0.0037404252,Non-African
1003,t bonnot,1,bonnot,"GreaterEuropean,WestEuropean,French",0.0014228984,0.00022703668,0.0012782493,0.0018353381,0.00018230962,0.13717291,0.0007123199,0.0026523506,0.83780056,0.00096118945,0.0019650487,0.010800556,0.0029892873,Non-African
988,sm borja,1,borja,"GreaterEuropean,WestEuropean,Italian",0.00030598807,0.0016636497,0.28028527,0.104718454,0.083997115,0.023604147,0.013874723,0.02583824,0.03102225,0.0064405003,0.08184495,0.34520248,0.0012022327,Non-African
1004,t dreier,1,dreier,"GreaterEuropean,Jewish",0.013724943,0.0006220945,0.0026963952,0.0031132712,0.0054896483,0.07920584,0.054207966,0.5055512,0.14409174,0.1319372,0.009903562,0.006228036,0.043228112,Non-African
1005,t falola,1,falola,"GreaterEuropean,WestEuropean,Italian",0.00091899565,0.0012139956,0.01522803,0.057125926,0.018090328,0.038010906,0.028213669,0.12222077,0.06317067,0.0075416383,0.16406068,0.48083308,0.003371374,African
1006,t harrod,1,harrod,"GreaterEuropean,British",0.0035524294,0.0004983722,0.0058291843,0.0053165527,0.013220878,0.8221515,0.0043747476,0.060647324,0.047632474,0.0041330596,0.025846193,0.0054516727,0.0013456806,Non-African
1007,t hunt,1,hunt,"GreaterEuropean,British",0.0050584744,0.0009777272,0.0013587816,0.0010290227,0.0009327163,0.9619675,0.0011999827,0.00576544,0.0122918235,0.0017388805,0.0033319995,0.0019908445,0.0023568473,Non-African
1009,t kaplani,1,kaplani,"GreaterAfrican,Muslim",0.00045009868,0.0009984353,0.11786181,0.061210535,0.47933397,0.03433139,0.027659496,0.20569676,0.032861464,0.008258951,0.007379106,0.019676117,0.004281824,African
1010,t lachenal,1,lachenal,"GreaterEuropean,WestEuropean,French",0.0009800454,0.0001940439,0.031398345,0.0058006686,0.005484677,0.11041616,0.008426532,0.023739792,0.75342643,0.0096324645,0.03863382,0.007492626,0.0043743337,Non-African
1011,t laely,1,laely,"GreaterEuropean,British",0.009842052,0.00123964,0.004462851,0.020164298,0.0069544837,0.55732095,0.017626703,0.036577884,0.15803453,0.010262676,0.03461027,0.12169631,0.021207357,Non-African
1012,t mcguire,1,mcguire,"GreaterEuropean,British",0.0044514053,0.00023462357,0.00011846138,0.0012794989,0.0001318521,0.96670437,0.00029737962,0.005374855,0.014672858,6.404386e-05,0.0049442863,0.0015293477,0.00019699299,Non-African
1013,t meszaros,1,meszaros,"GreaterEuropean,WestEuropean,Hispanic",0.000386098,0.01058292,0.00025998932,0.0015078761,0.0002594892,0.011317465,0.00068512146,0.007792089,0.04115273,0.0013094852,0.9127077,0.0118235815,0.0002155677,Non-African
1014,t meyer,1,meyer,"GreaterEuropean,Jewish",0.009335417,0.007156948,0.0051069194,0.027961977,0.011610382,0.23451304,0.032679096,0.36749578,0.06472572,0.14511889,0.065915935,0.00913263,0.019247321,Non-African
1015,t muxart,1,muxart,"GreaterEuropean,British",0.0042256922,0.001850091,0.0017152125,0.002070315,0.0020986171,0.6548986,0.010747717,0.025580378,0.2611665,0.0071505466,0.019448949,0.008015988,0.0010313543,Non-African
1016,t obenga,1,obenga,"GreaterAfrican,Africans",7.1378796e-05,0.0011537309,0.0011962578,0.85935044,0.00024101649,0.008728212,0.00046750795,0.00054391293,0.010645126,0.0023027903,0.042635623,0.07262867,3.541151e-05,African
989,sn kalamba,1,kalamba,"GreaterAfrican,Africans",0.0014713506,0.0084462585,0.06481771,0.77539724,0.015770437,0.019177245,0.0373153,0.0440506,0.0150486715,0.0036526255,0.004934022,0.004610942,0.005307572,African
987,sl wang,1,wang,"Asian,GreaterEastAsian,EastAsian",0.81079745,0.002164217,0.00090972637,0.002030478,0.00136196,0.1078304,0.0047885887,0.014003211,0.013183014,0.010248409,0.006061662,0.0018527699,0.02476811,Non-African
1018,t silvino,1,silvino,"GreaterEuropean,WestEuropean,Italian",0.0003838752,0.00023216821,0.00029106703,0.0005139238,0.00048083073,0.007771713,0.00090390403,0.008410328,0.017839802,0.00060694135,0.123760164,0.83791184,0.0008934069,Non-African
18,a dupuis,1,dupuis,"GreaterEuropean,WestEuropean,French",0.0016805734,0.0046157343,0.010781051,0.0021773493,0.0019609875,0.030335423,0.0082889,0.0068641063,0.77812606,0.007584653,0.025978621,0.11311012,0.00849639,Non-African
960,s rocheblave,1,rocheblave,"GreaterEuropean,WestEuropean,French",0.0008246143,0.00025363223,0.0042541754,0.0021554844,0.0047663455,0.33358902,0.024451409,0.035429027,0.55200905,0.0031513567,0.024906619,0.0072878497,0.006921321,Non-African
961,s sarapani,1,sarapani,"Asian,IndianSubContinent",0.0006011247,0.0022688417,0.63128597,0.015499423,0.028772496,0.043657582,0.004809872,0.019425713,0.046103846,0.00085516117,0.05333724,0.15324327,0.00013950236,Non-African
962,s shiraiwa,1,shiraiwa,"Asian,GreaterEastAsian,Japanese",0.032946967,0.83233225,0.018927218,0.017463094,0.0020749301,0.091084994,0.00025334163,0.0012110772,0.0013744881,6.2898735e-06,0.0010052978,0.0013082328,1.1912838e-05,Non-African
963,s slyomovics,1,slyomovics,"GreaterEuropean,Jewish",0.00046199886,0.00624561,0.012644704,0.0019564026,0.0070895213,0.3523152,0.037859283,0.47901416,0.0049916916,0.0028692647,0.04606193,0.042146128,0.006344036,Non-African
964,s small,1,small,"GreaterEuropean,British",0.01096733,0.0029996727,0.0004890048,0.002109536,0.0027326373,0.89289534,0.0033379414,0.043896273,0.017218132,0.0017266879,0.009530953,0.0085023185,0.003594148,Non-African
965,s staniforth,1,staniforth,"GreaterEuropean,British",0.0036291436,0.0016002518,0.0035903708,0.0042962506,0.0011708501,0.92933017,0.0040620337,0.0032944172,0.038307317,0.0013546364,0.0053724675,0.0032298933,0.00076220976,Non-African
966,s tassi,1,tassi,"GreaterAfrican,Muslim",0.002425918,0.027053569,0.013510027,0.27120396,0.27273405,0.042228118,0.006639716,0.026824642,0.07696784,0.0037317877,0.041052114,0.2145035,0.0011247732,African
967,s thiebault,1,thiebault,"GreaterEuropean,WestEuropean,French",6.0272465e-05,1.3554885e-05,0.0004110803,0.00012079493,0.00011016255,0.018653352,0.0057391576,0.0016262102,0.95260596,0.01304558,0.0009916181,0.0051997323,0.001422458,Non-African
968,s van beurden,1,van beurden,"GreaterEuropean,WestEuropean,Germanic",0.0004790999,0.003586156,0.0005202545,0.0014598991,8.017589e-05,0.054024555,0.001439765,0.004781728,0.10267146,0.7900307,0.020703804,0.016056985,0.004165369,Non-African
969,s vogel,1,vogel,"GreaterEuropean,Jewish",0.0053906874,0.0011851831,0.005107986,0.00512199,0.005437874,0.17644954,0.14074937,0.3059064,0.0888879,0.17493513,0.035751205,0.035444684,0.01963204,Non-African
970,s wang,1,wang,"Asian,GreaterEastAsian,EastAsian",0.81079745,0.002164217,0.00090972637,0.002030478,0.00136196,0.1078304,0.0047885887,0.014003211,0.013183014,0.010248409,0.006061662,0.0018527699,0.02476811,Non-African
971,s waxman,1,waxman,"GreaterEuropean,Jewish",0.0069183744,0.00907097,0.056116275,0.0077692927,0.015814038,0.20651715,0.07775052,0.53819144,0.015333225,0.044514623,0.015562202,0.0056583025,0.0007836013,Non-African
973,sa williams,1,williams,"GreaterEuropean,British",0.005318876,0.0027901279,0.0022210784,0.0027838103,0.0004672144,0.9509896,0.0006885287,0.0035520873,0.005093264,0.00069331005,0.017325515,0.005279165,0.002797435,Non-African
986,sl gallery,1,gallery,"GreaterEuropean,British",0.0039939047,0.0018444624,0.013234595,0.005813245,0.008036628,0.764814,0.006958894,0.028843751,0.11771337,0.002620472,0.020791117,0.024490045,0.00084551447,Non-African
