,index,surname,count,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",race,african
243,902,von benin-bronzen,2,0.0044150846,0.0053359615,0.0019253478,0.0069806366,0.0641111,0.07587228,0.12169152,0.3533165,0.069197915,1.1429889,0.09863655,0.024280222,0.031248009,"GreaterEuropean,WestEuropean,Germanic",Non-African
244,588,meyer's,2,0.0023291437,0.0040956903,0.013948652,0.21360521,0.001376884,0.73720354,0.0003339736,0.0020832047,0.0081365025,0.0013216637,0.011925073,0.0035617126,7.874358e-05,"GreaterEuropean,British",Non-African
245,72,baines,2,0.0016611747,0.0006932739,0.008355848,0.0010043257,0.0011325878,0.93665385,0.0005992949,0.008352811,0.020281069,0.0010867513,0.016544774,0.0028572702,0.0007770292,"GreaterEuropean,British",Non-African
246,895,victoria’s,2,0.010342886,0.028129702,0.0013904566,0.009251246,0.00814168,0.056361843,0.1267564,0.023652747,0.23768483,0.007889857,0.13309976,0.35471156,0.002586961,"GreaterEuropean,WestEuropean,Italian",Non-African
247,600,monika grutters,2,0.067289166,0.01756109,0.01667831,0.0072497153,0.051351413,0.2541336,0.7485612,0.17382084,0.0148501275,0.123136096,0.023708778,0.43185282,0.06980695,"GreaterEuropean,EastEuropean",Non-African
248,96,berg,2,0.0039624637,0.0036258316,0.018755484,0.003282356,0.023820769,0.20216958,0.050543107,0.23138474,0.083693534,0.06487274,0.027980724,0.013885262,1.2720234,"GreaterEuropean,WestEuropean,Nordic",Non-African
249,98,bertelsmann,2,0.0011393154,0.0013785914,0.00025815,0.00061301066,0.0008117691,0.017274158,0.03591554,0.20910913,0.1004425,0.5532265,0.04237014,0.004865158,0.03259602,"GreaterEuropean,WestEuropean,Germanic",Non-African
250,515,law,2,0.3158331,0.005306501,0.018929584,0.006089988,0.017230155,0.48428988,0.01981372,0.025055595,0.036568288,0.002481641,0.0048539634,0.0267975,0.036750004,"GreaterEuropean,British",Non-African
251,102,bielefeld,2,0.00067345006,0.0010196761,0.0004658773,0.0013038623,0.0056504426,0.060488977,0.06699964,0.5081697,0.11814766,0.19557483,0.03196391,0.006294931,0.003247039,"GreaterEuropean,Jewish",Non-African
252,104,bildrechte,2,0.0026616962,0.00096321537,0.015561039,0.0033572116,0.0013080391,0.05306806,0.18342058,0.036437105,0.1462295,0.35278043,0.16180238,0.030548396,0.011862386,"GreaterEuropean,WestEuropean,Germanic",Non-African
253,889,verhandlungen,2,0.00070320495,8.800844e-05,0.0012505844,0.00021100775,0.003264067,0.0071023116,0.005083287,0.0025748415,0.029626438,0.080330834,0.0050429013,0.00054676936,0.8641757,"GreaterEuropean,WestEuropean,Nordic",Non-African
254,111,blackwell,2,0.0069608013,0.00057240814,0.003566701,0.00821113,8.669882e-05,0.95241106,0.0015140751,0.0069992933,0.008672309,0.0037363505,0.0052892575,0.0007395833,0.0012402575,"GreaterEuropean,British",Non-African
255,599,monet,2,0.0021900854,0.0026594074,0.00083753385,0.0019801592,0.00315753,0.21489564,0.021661846,0.050950646,0.5905206,0.00394479,0.0756513,0.020819675,0.010730734,"GreaterEuropean,WestEuropean,French",Non-African
256,113,blake,2,0.0118965255,0.0005912186,0.035795536,0.009404345,0.0033312645,0.814752,0.009228339,0.057595965,0.0073594665,0.009853179,0.010460394,0.0059736767,0.023758195,"GreaterEuropean,British",Non-African
257,936,wong,2,1.7079734,0.0038436474,0.0008274735,0.0039262916,0.0025813691,0.1942248,0.011418056,0.04114253,0.016143916,0.0031722265,0.009733743,0.0011774692,0.0038351945,"Asian,GreaterEastAsian,EastAsian",Non-African
258,41,anthony appiah,2,0.0023902068,0.0014007363,0.16908538,0.29025245,0.08249265,0.30909902,0.0011905457,0.022496494,0.008046612,0.006723709,0.04748332,0.026279185,0.033059776,"GreaterEuropean,British",Non-African
259,13,addae,2,0.0012697098,0.003395231,0.01156835,0.05448655,0.005874652,1.7650928,0.00060792785,0.0411577,0.035418153,0.005825595,0.003324266,0.07175586,0.0002232259,"GreaterEuropean,British",Non-African
260,858,theron,2,0.0044182925,0.0033440436,0.025919303,0.02830273,0.005051561,0.6671899,0.04061723,0.18370396,0.8767171,0.022948217,0.04612618,0.06369018,0.031971335,"GreaterEuropean,WestEuropean,French",Non-African
261,554,macke,2,0.009367255,0.0025343762,0.05661095,0.033160295,0.0024807146,0.64037776,0.008678666,0.0039200904,0.047594685,0.16793026,0.010518832,0.002716309,0.014109824,"GreaterEuropean,British",Non-African
262,4,+ cucher,2,0.0044853864,0.0039393557,0.014456921,0.0057945494,0.0048772525,0.65570426,0.00955325,0.07549575,0.15143454,0.01031788,0.03575132,0.019701898,0.008487616,"GreaterEuropean,British",Non-African
263,470,kirchner,2,0.0072513362,0.003215333,0.053508695,0.008640563,0.0026230684,0.15209675,0.08852498,0.34308138,0.097347766,0.15620197,0.063456655,0.017598856,0.0064526107,"GreaterEuropean,Jewish",Non-African
264,558,magnusson,2,0.0015478671,0.004721338,0.00071551965,0.011405384,0.0002880933,0.22365047,0.004474602,0.0011728938,0.18245591,0.0097337235,0.017095672,0.06678098,0.47595754,"GreaterEuropean,WestEuropean,Nordic",Non-African
265,8,abomey,2,0.0057275128,0.005734235,0.0008629991,0.5895647,0.005443145,1.0037065,0.0055460148,0.05987193,0.22075182,0.0057460554,0.05582547,0.03770473,0.0035150466,"GreaterEuropean,British",Non-African
266,953,ziel,2,0.008471072,0.0022023881,0.045242798,0.009091482,0.03033829,0.070046686,0.09042284,0.3270857,0.1470616,0.1883665,0.036180977,0.019982852,0.025506793,"GreaterEuropean,Jewish",Non-African
267,477,kolonialzeit,2,0.0068079927,0.0014736059,0.0004432194,0.015082681,0.025115138,0.0076457444,0.23663928,0.18169993,0.0769656,0.060168512,0.049557954,0.32930285,0.009097447,"GreaterEuropean,WestEuropean,Italian",Non-African
268,834,stoecker,2,0.0033951574,0.015629128,0.001056557,0.0024219938,0.0017957118,0.13054061,0.073059715,0.48901784,0.037320644,0.12587258,0.052982267,0.015308575,0.05159919,"GreaterEuropean,Jewish",Non-African
269,19,adviser,2,0.013240877,0.0026423591,0.0132662235,0.02322989,0.011931659,0.38323617,0.020404784,0.15402152,0.03467655,0.15080395,0.103934884,0.02439534,0.064215824,"GreaterEuropean,British",Non-African
270,12,acropolis,2,0.010548491,0.0016135504,0.006221319,0.07308675,0.026997777,0.2750609,0.11126131,0.033051625,0.03137194,0.08561445,0.08185036,0.25858465,0.0047369334,"GreaterEuropean,British",Non-African
271,183,coombes,2,0.0043868483,0.0027906743,0.0060855686,0.003430309,0.0012279431,1.9538726,0.00060211524,0.008467125,0.009190442,0.00066036906,0.004736676,0.0037157524,0.00083336956,"GreaterEuropean,British",Non-African
272,956,zimmerman,2,0.0014803088,0.0014791926,0.0013639136,0.0061005466,0.0032659483,0.11104807,0.04281078,0.5715869,0.04703108,0.12425515,0.06441148,0.02336344,0.0018031101,"GreaterEuropean,Jewish",Non-African
273,193,curnow,2,0.0043339576,0.005331896,0.006604942,0.020563163,0.0010230446,0.67968285,0.008698811,0.090848975,0.071382865,0.0037298994,0.07267481,0.025841704,0.0092830155,"GreaterEuropean,British",Non-African
274,191,cultures,2,0.0005199977,0.0014959511,0.025623912,0.0020815078,0.004262586,0.017709728,0.00081307854,0.0063051693,0.008954161,0.003191671,0.91358495,0.012975523,0.0024817984,"GreaterEuropean,WestEuropean,Hispanic",Non-African
275,381,herbolzheim,2,0.0012170413,0.0065622316,0.0061339354,0.00398521,0.012840863,0.07635097,0.22879246,0.17635521,0.08556711,0.18412976,0.068758085,0.056002088,0.09330499,"GreaterEuropean,EastEuropean",Non-African
276,628,nader,2,0.006144957,0.0048854747,0.14899786,0.010544708,0.09734327,0.18332972,0.020578953,0.31685787,0.09024061,0.019272242,0.05873323,0.03387281,0.009198379,"GreaterEuropean,Jewish",Non-African
277,566,marc,2,0.0145121645,0.0022369295,0.027227143,0.0005937343,0.022029545,0.05773801,0.013416715,0.026465578,0.6847505,0.009686593,0.080859125,0.05846633,0.0020176005,"GreaterEuropean,WestEuropean,French",Non-African
278,171,clara,2,0.0018682402,0.025296202,0.0022265876,0.008955379,0.009947651,0.053955104,0.014629666,0.023266768,0.071171276,0.0034635847,0.5558382,0.22846535,0.00091600063,"GreaterEuropean,WestEuropean,Hispanic",Non-African
279,822,sopcom,2,0.029812565,0.0017445193,0.012169258,0.10924999,0.01711199,0.33025303,0.07008767,0.1125615,0.16478635,0.01315061,0.118315816,0.01897188,0.0017848687,"GreaterEuropean,British",Non-African
280,200,dalton johnson,2,0.0036197666,0.019465184,0.3389946,0.012863255,0.016926007,0.20243257,0.020419857,0.045891076,0.09034233,0.060356528,0.11442713,0.028009254,0.046252485,"Asian,IndianSubContinent",Non-African
281,613,murdoch,2,0.045027465,0.0014218956,0.006897205,0.015658231,0.005464465,0.7913758,0.0104804365,0.024013285,0.058379676,0.008356529,0.017043076,0.010189487,0.0056925584,"GreaterEuropean,British",Non-African
282,817,sloane,2,0.001493507,0.000891315,0.00010948614,0.00681686,0.0035321163,0.8973438,0.004283082,0.06830385,0.0051603834,0.0009536173,0.0052432753,0.005168286,0.00070043566,"GreaterEuropean,British",Non-African
283,153,campbell,2,0.008065074,0.0054266094,0.005002852,0.0019651458,0.0013062884,0.8618948,0.003872679,0.059977,0.02314297,0.0027883702,0.012754899,0.0036725772,0.010130804,"GreaterEuropean,British",Non-African
284,856,tewodros,2,0.011326003,0.0020452214,0.10505249,0.0776863,0.01549414,0.5413216,0.10122075,0.023182703,0.016095223,0.040805124,0.035548884,0.029915344,0.0003061772,"GreaterEuropean,British",Non-African
285,156,castlereagh,2,0.0024336218,0.0020246406,0.0038386039,0.0009975632,0.006854835,0.95253724,0.00049250026,0.021071812,0.0013428361,0.0002637932,0.0039354223,0.003096009,0.0011110912,"GreaterEuropean,British",Non-African
286,467,kingdom,2,0.04491956,0.0030522628,0.06670696,0.0056604003,0.0010745912,0.6001242,0.0044566146,0.03320326,0.114886716,0.0024074086,0.005803629,0.11676688,0.00093745656,"GreaterEuropean,British",Non-African
287,34,alli,2,0.0118829915,0.002525855,0.06625183,0.089490846,0.35528058,0.0494273,0.01707613,0.059233077,0.02664566,0.0033063844,0.0440175,0.22346975,0.051391996,"GreaterAfrican,Muslim",African
288,854,telegraph,2,0.0044120876,0.000850713,0.027049568,0.014908139,0.0039866525,0.65122104,0.021003451,0.11383476,0.061817635,0.010677661,0.035842784,0.050111704,0.0042838156,"GreaterEuropean,British",Non-African
289,830,state,2,0.011246035,0.00453129,0.003333735,0.010251064,0.04357614,0.5158648,0.02529408,0.11377749,0.080066785,0.045468252,0.026693584,0.07305635,0.046840467,"GreaterEuropean,British",Non-African
290,198,dakar,2,0.00064414553,0.00038208914,0.50468034,0.049607344,0.34565175,0.022149157,0.003446038,0.029362123,0.017823663,0.0024222287,0.003928129,0.0021459593,0.017757002,"Asian,IndianSubContinent",Non-African
291,851,tayiana maina,2,0.073962934,0.0083497055,0.013181648,0.28404504,0.020717015,0.042157885,0.10586817,0.008999692,0.14986695,0.000704786,0.16355184,0.12841538,0.00017895293,"GreaterAfrican,Africans",African
292,614,murphy,2,0.023163943,0.0035687522,0.023832435,0.018806452,0.01571443,1.7828999,0.0054578558,0.03595693,0.043285377,0.0047921613,0.021828812,0.01719171,0.0035011687,"GreaterEuropean,British",Non-African
293,29,albright,2,0.0008148788,0.0010005402,0.0045931847,0.00089869875,0.0043353382,0.9403044,0.0027724907,0.0063594845,0.015355449,0.0029657204,0.016387418,0.0011484436,0.0030639942,"GreaterEuropean,British",Non-African
294,565,mapplethorpe,2,0.00024616532,5.603735e-06,0.0020141453,0.00068984175,8.747495e-05,0.9915143,5.8480877e-05,0.00064502424,0.0021179423,0.00059792906,0.0015568145,0.00036097088,0.000105304935,"GreaterEuropean,British",Non-African
295,168,chow,2,0.9680752,0.0037364664,0.00107652,0.0002872377,6.3915904e-05,0.011904541,0.00066967774,0.0068602436,0.0043901727,0.0010171662,0.0008371487,0.0007548513,0.00032680357,"Asian,GreaterEastAsian,EastAsian",Non-African
296,675,omodamwen,1,0.0070667607,0.009195846,0.00042986413,0.57545364,0.028341945,0.231805,0.0030884775,0.085385986,0.0071428986,0.016560996,0.02496969,0.0059156683,0.004643232,"GreaterAfrican,Africans",African
297,587,meyer schapiro,1,0.00082922896,0.0013307967,0.0008058299,0.024984295,0.0035705992,0.15862684,0.013867408,0.5376513,0.0155489035,0.11823651,0.06309696,0.060702156,0.00074923487,"GreaterEuropean,Jewish",Non-African
298,690,oskar kristeller's,1,0.0050033974,0.012516413,0.35642117,0.045997597,0.001730115,0.028498618,0.2447775,0.00441734,0.0028942297,0.0017986808,0.0016668919,0.009317516,0.28496057,"Asian,IndianSubContinent",Non-African
299,678,omorodion,1,0.007854186,0.0019710802,0.019144312,0.06781973,0.03752866,0.0740578,0.5828562,0.13383134,0.025167039,0.0064042863,0.01961059,0.018621271,0.0051335213,"GreaterEuropean,EastEuropean",Non-African
300,573,mauer,1,0.011317671,0.00059921364,0.004474723,0.0053364974,0.0107036,0.11008121,0.12830096,0.18707725,0.11870527,0.34007585,0.06277508,0.0022828237,0.018269902,"GreaterEuropean,WestEuropean,Germanic",Non-African
301,586,mets,1,0.0071667135,0.011217748,0.008924375,0.02045404,0.015573503,0.42461678,0.10398466,0.19613382,0.07130016,0.054934755,0.05509693,0.017331189,0.013265267,"GreaterEuropean,British",Non-African
302,679,omorogbe,1,0.070192195,0.02885484,0.0012748933,0.24016018,0.003387317,0.5679526,0.0011178583,0.029970534,0.014281573,0.0025194234,0.032497093,0.006719193,0.0010724738,"GreaterEuropean,British",Non-African
303,574,mawr,1,0.015251153,0.0038810114,0.13973099,0.057186604,0.015674476,0.5517424,0.0052142404,0.027477417,0.03794754,0.003339275,0.020759704,0.12039104,0.0014041816,"GreaterEuropean,British",Non-African
304,683,opper,1,0.0057860655,0.007017795,0.016989319,0.0052316515,0.0044973553,0.45879868,0.028397607,0.3295157,0.0478502,0.04520941,0.0246419,0.013300053,0.012764319,"GreaterEuropean,British",Non-African
305,572,massimo,1,0.0027386176,0.009367697,0.0024789434,0.3389619,0.015386196,0.012507588,0.0042886483,0.021864658,0.05476683,0.0067920797,0.16150959,0.36708876,0.0022485368,"GreaterEuropean,WestEuropean,Italian",Non-African
306,571,mask,1,0.008943057,0.007133522,0.015938664,0.0025621234,0.032714743,0.20002694,0.09783995,0.4339405,0.048494026,0.02658441,0.06549724,0.027469674,0.03285515,"GreaterEuropean,Jewish",Non-African
307,576,mbe,1,0.007054191,0.004268639,0.00055848743,0.77419746,0.0024495542,0.16488351,0.0008826977,0.013701145,0.014646638,0.005103754,0.0099367965,0.002055302,0.0002617937,"GreaterAfrican,Africans",African
308,569,martin,1,0.0011487142,0.0017566656,0.023729013,0.001923339,0.0025147754,0.7093548,0.00858429,0.00882231,0.19169053,0.0030757317,0.015368901,0.02663748,0.0053934352,"GreaterEuropean,British",Non-African
309,568,marshall,1,0.0062729237,0.00074819964,0.0006246328,0.001973128,0.00066889584,0.90889144,0.0007237039,0.06527415,0.0038705117,0.0012311093,0.0043287138,0.004593967,0.00079866126,"GreaterEuropean,British",Non-African
310,685,osadolor,1,0.0015716791,0.0014896682,0.013250378,0.15583754,0.02006155,0.10481812,0.16944142,0.30720425,0.03590263,0.020476878,0.10744438,0.05764434,0.004857194,"GreaterEuropean,Jewish",Non-African
311,578,mcdonald,1,0.0031038115,0.006272318,0.0012056548,0.00029709804,5.833672e-05,0.9680953,0.0002626045,0.004130679,0.0065561035,0.0002452615,0.006719813,0.0022579504,0.00079503393,"GreaterEuropean,British",Non-African
312,686,osakue,1,0.014886583,0.858039,0.0012001916,0.062182065,0.009410011,0.023003098,0.0015061558,0.006930904,0.014947549,0.00044758158,0.004885936,0.0020024446,0.000558471,"Asian,GreaterEastAsian,Japanese",Non-African
313,687,oscar,1,0.00966436,0.007894255,0.01717654,0.03004876,0.033754617,0.19170012,0.013063013,0.1736251,0.049450185,0.0039496073,0.4215167,0.030003551,0.018153125,"GreaterEuropean,WestEuropean,Hispanic",Non-African
314,580,meisterwerke,1,0.0038129166,0.00018771976,9.049072e-05,0.15238196,0.00084069604,0.20609967,0.040145982,0.067886546,0.054253742,0.37248412,0.034842663,0.0124626495,0.05451085,"GreaterEuropean,WestEuropean,Germanic",Non-African
315,680,oni,1,0.035898793,0.29856813,0.04296873,0.09654223,0.014889387,0.023147646,0.0018511503,0.013098851,0.12221851,0.010537662,0.03324009,0.29217407,0.014864783,"Asian,GreaterEastAsian,Japanese",Non-African
316,567,mark,1,0.42811996,0.005105297,0.016979354,0.002744853,0.033343535,0.30090782,0.009803726,0.12526864,0.03692758,0.0024004155,0.017101675,0.014748725,0.0065484704,"Asian,GreaterEastAsian,EastAsian",Non-African
317,582,menon’s,1,0.007574778,0.049288202,0.0077592637,0.037503395,0.014780238,0.040691618,0.031569958,0.0350447,0.30262277,0.024823003,0.38560513,0.054217476,0.008519511,"GreaterEuropean,WestEuropean,Hispanic",Non-African
318,584,merkel’s,1,0.004112186,0.00468382,0.003062455,0.0137115335,0.01751706,0.06277562,0.24931085,0.1283812,0.14539604,0.13719507,0.09479493,0.00932173,0.12973756,"GreaterEuropean,EastEuropean",Non-African
319,585,merriman,1,0.0048684953,0.005522858,0.0017092935,0.0025024337,0.006783071,0.6473813,0.00253002,0.15797722,0.08041384,0.010485627,0.048807867,0.029030671,0.0019873246,"GreaterEuropean,British",Non-African
320,673,oldman,1,0.0056878594,0.009059287,0.00057051616,0.0050047217,0.005156751,0.528222,0.018629618,0.37443835,0.010095129,0.011164481,0.006297321,0.018271947,0.0074020596,"GreaterEuropean,British",Non-African
321,634,netz,1,0.0011948593,0.008447395,0.0021512483,0.0016957208,0.04303689,0.12578452,0.10275224,0.35013995,0.07192591,0.12661035,0.037002325,0.051029135,0.078229405,"GreaterEuropean,Jewish",Non-African
322,672,okwunodu ogbechie,1,0.0076208315,0.00067644496,3.9583472e-05,0.96063775,0.00092037715,0.019242225,0.0019572857,0.0015329374,0.0013417909,0.003911877,0.001026886,0.00027628514,0.00081571075,"GreaterAfrican,Africans",African
323,621,museumschefs,1,0.0012442891,0.00047696725,4.508483e-05,0.02112096,0.00039061473,0.013198366,0.06599338,0.0505363,0.3206106,0.49376708,0.017515648,0.012950127,0.0021505703,"GreaterEuropean,WestEuropean,Germanic",Non-African
324,610,munoz martinez,1,0.0014067963,0.006133057,0.0047470597,0.0034142684,0.015541018,0.10862124,0.0071371505,0.020826586,0.22876097,0.012856101,0.4154901,0.17440069,0.00066490326,"GreaterEuropean,WestEuropean,Hispanic",Non-African
325,652,oba,1,0.007887767,0.7195426,0.010221428,0.16433372,0.0040480117,0.032871053,0.0015578744,0.0049341903,0.02045286,0.0019281269,0.01896282,0.01031115,0.0029483426,"Asian,GreaterEastAsian,Japanese",Non-African
326,611,munro,1,0.024681402,0.021007221,0.009880927,0.005681083,0.00061451824,0.89606553,0.0017701441,0.0065211756,0.009863294,0.001167191,0.00977243,0.011034377,0.0019406489,"GreaterEuropean,British",Non-African
327,612,muntefering,1,0.003427997,0.001900156,0.0038990567,0.03676446,0.008611424,0.7149338,0.018388987,0.01046869,0.022617275,0.12893614,0.03701124,0.009563464,0.0034773215,"GreaterEuropean,British",Non-African
328,651,o'leary,1,0.0012898939,0.0011516478,0.00077560876,0.0002742066,0.00028665605,0.9810418,6.20682e-05,0.0013911708,0.005569908,0.00049078895,0.005066547,0.002530778,6.901924e-05,"GreaterEuropean,British",Non-African
329,650,n’a,1,0.10141289,0.03457381,0.067537725,0.018844862,0.07602665,0.0793768,0.076732874,0.05103052,0.1443793,0.069386356,0.05916267,0.14376363,0.07777185,"GreaterEuropean,WestEuropean,French",Non-African
330,649,nørskov,1,7.671048e-05,0.0001447228,0.000684077,0.00035416888,0.002363328,0.0047412207,0.93397933,0.04394145,0.0016963984,0.0008197205,0.00063551543,0.00445821,0.006105182,"GreaterEuropean,EastEuropean",Non-African
331,615,murray,1,0.0003789497,7.502135e-05,0.0038231562,0.0051765842,0.0046554264,0.9531117,0.00025871198,0.0022036084,0.020538323,0.0010948105,0.00739666,0.00073580415,0.0005512009,"GreaterEuropean,British",Non-African
332,617,musees,1,0.03203665,0.007620103,0.028378902,0.064800784,0.011132427,0.7212901,0.003924188,0.01722019,0.03448004,0.017015768,0.011121395,0.0182751,0.032704428,"GreaterEuropean,British",Non-African
333,619,museums back,1,0.0029144443,0.0010752006,0.00056184776,0.021801868,0.0016165907,0.79524505,0.005752709,0.014162633,0.0360986,0.07510711,0.039686844,0.004877158,0.0010999783,"GreaterEuropean,British",Non-African
334,648,nwagbogu,1,0.0010864653,1.6166824e-06,2.1071392e-05,0.98037684,4.5410475e-06,0.018137084,5.511772e-06,0.00015369736,2.3131077e-05,1.6432051e-06,0.0001588826,1.4461509e-05,1.5034765e-05,"GreaterAfrican,Africans",African
335,620,museums-aufbau,1,0.0037473766,0.00011768495,6.2082836e-05,0.011219731,0.0023452607,0.03240257,0.019610235,0.08993818,0.50462306,0.20221297,0.10863899,0.00784309,0.017238725,"GreaterEuropean,WestEuropean,French",Non-African
336,622,museumsmanager,1,0.0010214063,0.0010844822,0.0016900339,0.00401464,0.00082452985,0.01180024,0.08966627,0.06956902,0.22234403,0.45046303,0.08551246,0.03404282,0.02796701,"GreaterEuropean,WestEuropean,Germanic",Non-African
337,671,okri obe,1,0.0011182032,0.0033927076,0.00976227,0.77148813,0.003873221,0.08530279,0.0014154008,0.0013671105,0.011273372,0.003409511,0.0065490585,0.061477374,0.039570853,"GreaterAfrican,Africans",African
338,623,museumsmanagerinnen,1,0.0012990185,0.0009796625,0.00094420474,0.009705952,0.00032720558,0.028269324,0.01581022,0.025238667,0.25195944,0.37880594,0.10174036,0.023547286,0.16137269,"GreaterEuropean,WestEuropean,Germanic",Non-African
339,647,nui,1,0.04790001,0.043801587,0.026506685,0.094352484,0.14840539,0.09199086,0.0029001213,0.025793858,0.31064856,0.00210615,0.18797603,0.017151034,0.0004672212,"GreaterEuropean,WestEuropean,French",Non-African
340,624,mussolini,1,0.00045374542,0.00032308846,0.0004867061,0.0051352144,0.006338849,0.008626714,0.0124442205,0.0033702955,0.039315563,0.0019921018,0.02811628,0.8914768,0.0019203218,"GreaterEuropean,WestEuropean,Italian",Non-African
341,625,mustafa bayryamali,1,0.0060811783,0.0008461104,0.000861932,0.00071310444,0.023769248,0.028055966,0.030769676,0.005733667,0.056804,0.009829108,0.10158682,0.7311883,0.0037608475,"GreaterEuropean,WestEuropean,Italian",Non-African
342,646,nuestras,1,0.0016698004,0.000738867,0.004832191,0.003517293,0.006406716,0.049611963,0.0011038181,0.026463494,0.28850392,0.013226309,0.5885472,0.014839232,0.0005391547,"GreaterEuropean,WestEuropean,Hispanic",Non-African
343,627,nachrichtenagentur,1,0.0042079943,0.00065357395,0.2463739,0.0054498017,0.0021976621,0.061998967,0.04297955,0.027323138,0.2119337,0.23768882,0.00936746,0.032536168,0.11728921,"Asian,IndianSubContinent",Non-African
344,630,namas,1,0.0016806312,0.0077341627,0.5510762,0.023267403,0.08989345,0.059216104,0.003286262,0.094889246,0.04455075,0.0021852897,0.09172582,0.029157424,0.0013372365,"Asian,IndianSubContinent",Non-African
345,643,north and south,1,0.0010791951,0.010230207,0.00283634,0.0006083408,0.0065190266,0.88951284,0.0008885191,0.013336739,0.031471837,0.0053513725,0.032197013,0.0048212376,0.0011472601,"GreaterEuropean,British",Non-African
346,642,nordrhein-westfalen,1,0.00025229357,0.0021904267,9.251056e-05,0.00065358303,0.0050671697,0.06384005,0.06660064,0.3881719,0.013274221,0.20080495,0.022040166,0.0097612925,0.22725078,"GreaterEuropean,Jewish",Non-African
347,641,nogheghase,1,0.0008063608,0.00030981385,0.0012298295,0.00054702314,0.00018528504,0.9903984,5.5464196e-05,0.002226611,0.0011496522,0.0006772089,0.00089904416,0.0014681385,4.71418e-05,"GreaterEuropean,British",Non-African
348,631,nationalismus,1,0.0024441234,0.0004865088,0.01923579,0.0033150215,0.0051503666,0.017672235,0.20528352,0.016914856,0.015997693,0.0280577,0.0035558578,0.67595685,0.00592948,"GreaterEuropean,WestEuropean,Italian",Non-African
349,639,njgogu,1,0.0024777085,0.0001722142,0.031848446,0.9091459,0.0011437862,0.047434114,0.0007558321,0.0049481564,0.0009875279,0.0001688142,0.0003854001,0.00034472335,0.00018744411,"GreaterAfrican,Africans",African
350,653,obamwonyi –,1,0.0018610412,7.908485e-05,0.00028083025,0.95001715,0.0019008751,0.028219094,0.0015895914,0.001278598,0.0077044824,0.0010389348,0.004216361,0.001613401,0.00020054249,"GreaterAfrican,Africans",African
351,654,obas,1,0.0039750873,0.011101316,0.093285345,0.17320228,0.21486205,0.17795976,0.010341348,0.102449454,0.03990751,0.023272252,0.084461,0.048354764,0.016827904,"GreaterAfrican,Muslim",African
352,655,obasanjo,1,0.00012786161,0.0052883923,0.0018237378,0.9017569,0.00018999379,0.017313553,5.5691155e-05,0.00042406667,0.004883641,0.00013291447,0.056856237,0.011131622,1.5392909e-05,"GreaterAfrican,Africans",African
353,657,obatala,1,0.0014624444,0.0819849,0.012614266,0.6091697,0.00720755,0.025842842,0.0068903826,0.039663594,0.021700475,0.0043886765,0.032973282,0.15533793,0.00076389214,"GreaterAfrican,Africans",African
354,590,millionenstadt,1,0.0065932483,0.019837277,0.00042164166,0.00040327094,0.0020544734,0.32978162,0.006098382,0.025498377,0.17825921,0.08001441,0.078834526,0.0077151777,0.2644884,"GreaterEuropean,British",Non-African
355,670,okotor,1,0.003194244,0.024554417,0.006254408,0.43008083,0.016045528,0.15925859,0.03615517,0.09145137,0.017245073,0.01786024,0.062058825,0.08343891,0.052402314,"GreaterAfrican,Africans",African
356,591,"mingren
",1,0.9437311,0.0010185819,0.00025424061,0.0010324342,0.00012054502,0.02987484,0.0012364999,0.010363168,0.002527648,0.002461724,0.0030327623,0.0010416679,0.003304813,"Asian,GreaterEastAsian,EastAsian",Non-African
357,593,mitterrand,1,0.0029193994,0.00030289034,0.007923937,0.00035312184,0.0013087757,0.59169424,0.00042165886,0.00900101,0.34275496,0.0022180558,0.031959686,0.007779977,0.001362338,"GreaterEuropean,British",Non-African
358,594,modern,1,0.0100143645,0.0018551858,0.00623653,0.0035395585,0.0027294208,0.3922529,0.03809381,0.36086997,0.042638138,0.0942773,0.015898142,0.008172632,0.023422126,"GreaterEuropean,British",Non-African
359,595,moglichkeiten,1,0.0005278491,0.013032067,0.0010852766,0.0010292375,0.009992881,0.03984783,0.13818184,0.16279179,0.023587506,0.38925996,0.120947026,0.034768987,0.06494774,"GreaterEuropean,WestEuropean,Germanic",Non-African
360,596,mohen,1,0.1532744,0.03722727,0.10428335,0.013772877,0.1362643,0.10335117,0.005567047,0.23356709,0.036009945,0.062176228,0.008454948,0.0072812117,0.09877017,"GreaterEuropean,Jewish",Non-African
361,597,mommsen,1,0.0005140661,0.0014590055,0.00024269869,0.00081589876,0.00015880635,0.026617242,0.005446922,0.008085186,0.007570597,0.04485449,0.0023351961,0.0061033936,0.8957965,"GreaterEuropean,WestEuropean,Nordic",Non-African
362,598,mommy,1,0.010939273,0.0035418968,0.039290927,0.023375573,0.0023015877,0.3669632,0.036644965,0.01193902,0.2210165,0.006911378,0.11179824,0.16144599,0.0038314569,"GreaterEuropean,British",Non-African
