,index,surname,count,has_nums,no_words,no_letters,race,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",african
224,957,orsho,2,0,1,5,"GreaterEuropean,EastEuropean",0.008573154,0.04407016,0.0062573827,0.20942147,0.09288132,0.15304066,0.22015813,0.16185994,0.011230772,0.013811979,0.027481396,0.011535519,0.03967795,Non-African
225,1026,reck,2,0,2,8,"GreaterEuropean,British",0.019504413,0.07253161,0.020478716,0.0037067235,0.01572817,0.33913425,0.047040693,0.11877714,0.039715573,0.07584421,0.072674245,0.050061066,0.12480312,Non-African
226,1035,reichskolonialamt,2,0,1,17,"GreaterAfrican,Africans",0.004794874,0.013164183,0.009395268,0.29075146,0.03145117,0.15506941,0.024777833,0.029820679,0.09035598,0.043286692,0.22282358,0.043106183,0.041202758,African
227,405,frage,2,0,2,10,"GreaterEuropean,British",0.0012477747,0.001208066,0.001227191,0.0011207382,0.007709023,0.70618755,0.0071612075,0.1476059,0.029469997,0.03651715,0.03183464,0.017705861,0.011004881,Non-African
228,425,gaitano,2,0,1,7,"Asian,GreaterEastAsian,Japanese",0.036629017,0.2913874,0.012179499,0.10626842,0.012428192,0.014120311,0.0015349985,0.014428816,0.05113019,0.0052319216,0.2903521,0.16341873,0.00089035847,Non-African
229,887,mussen,2,0,2,12,"GreaterEuropean,WestEuropean,Nordic",0.006441463,0.010915027,0.0013196601,0.10821797,0.012476966,0.21082464,0.02972293,0.050134648,0.107154176,0.1296236,0.019589452,0.01215488,0.3014246,Non-African
230,1077,sammlung,2,0,2,16,"GreaterEuropean,British",0.06173345,0.0067125745,0.0075187953,0.008956687,0.006953348,0.42327726,0.0064533544,0.0057241474,0.0098668365,0.13365956,0.07771938,0.001299324,0.2501252,Non-African
231,432,gedachtnisses,2,0,1,13,"GreaterEuropean,Jewish",0.014602911,0.00150265,0.017244177,0.037957024,0.004377097,0.022476874,0.19295157,0.22783531,0.11900644,0.21335717,0.025362512,0.012671067,0.1106552,Non-African
232,886,mus nat,2,0,2,7,"GreaterAfrican,Muslim",0.006128,0.0015190037,0.0054040756,0.11956722,0.2828895,0.09448173,0.0020240946,0.0048327246,0.24679272,0.0080368435,0.028818425,0.17057864,0.028926982,African
233,1085,sanhouri,2,0,1,8,"GreaterAfrican,Muslim",0.0071665426,0.0042740195,0.06605175,0.14729153,0.3030471,0.05721888,0.0010734954,0.010105665,0.22648166,0.0017619239,0.16144025,0.013582517,0.000504719,African
234,682,kolonialverwaltung,2,0,2,36,"GreaterEuropean,WestEuropean,Nordic",0.055595584,0.0048659514,0.018560456,0.12116155,0.007963848,0.055325776,0.010762387,0.0017906119,0.0004794687,0.004348694,0.0018952243,0.001547749,0.71570265,Non-African
235,424,futhark,2,0,1,7,"GreaterEuropean,British",0.007857017,0.0028149916,0.009221055,0.0027835441,0.097403176,0.3983906,0.02495161,0.3948793,0.0153550515,0.0054697217,0.016449794,0.0037860062,0.020638134,Non-African
236,486,grabungsarbeiten,2,0,2,32,"GreaterEuropean,British",0.038433023,0.017761698,0.0014082748,0.0065048197,0.003241855,0.46305755,0.018629577,0.1776644,0.049615823,0.069968596,0.053617783,0.05493924,0.04515735,Non-African
237,684,kolonialzeit,2,0,2,24,"GreaterEuropean,WestEuropean,Italian",0.0068079927,0.0014736059,0.0004432194,0.015082681,0.025115138,0.0076457444,0.23663928,0.18169993,0.0769656,0.060168512,0.049557954,0.32930285,0.009097447,Non-African
238,580,humboldtforum,2,0,1,13,"GreaterEuropean,WestEuropean,Nordic",0.01701883,0.013291815,0.0039288998,0.0023196286,0.024653729,0.13879158,0.063040406,0.16162467,0.0066290633,0.024968468,0.021874847,0.040849116,0.48100898,Non-African
239,687,kolonie deutsch-ostafrika,2,0,4,50,"GreaterEuropean,EastEuropean",0.0007349575,0.0018105162,0.00014880931,0.0044599944,0.00062432815,0.013925862,0.4972884,0.020153467,0.113337986,0.28845933,0.010625105,0.045461483,0.0029698212,Non-African
240,1097,schinz,2,0,1,6,"GreaterEuropean,WestEuropean,Germanic",0.0024190363,0.0028735178,0.012717001,0.004755556,0.007549799,0.03447395,0.086355016,0.20882353,0.0476234,0.36220413,0.016060924,0.1695942,0.044549957,Non-African
241,1101,schmitz,2,0,2,14,"GreaterEuropean,WestEuropean,Germanic",0.00041773412,0.002882129,0.00024712665,0.00025673074,0.000773318,0.014984358,0.03866995,0.3658149,0.09994014,0.40134293,0.03917655,0.013857125,0.021636996,Non-African
242,882,multinationals,2,0,1,14,"GreaterEuropean,EastEuropean",0.0742079,0.003623285,0.33845398,0.014140719,0.033489533,0.044349134,0.41718793,0.0308561,0.0048847753,0.0046762144,0.0013210854,0.0066089053,0.026200337,Non-African
243,1076,sammeln,2,0,1,7,"GreaterEuropean,British",0.0015886741,0.0021793458,0.0013927568,0.0034542738,0.04116145,0.5348783,0.055067662,0.06419277,0.1259911,0.058888033,0.043439,0.0061691534,0.06159737,Non-African
244,674,kolonialkrieg,2,0,2,26,"GreaterEuropean,EastEuropean",0.008567894,0.00018667422,0.021781659,0.0045620105,0.002173268,0.052376878,0.34156543,0.019629797,0.28296915,0.07879476,0.037261877,0.011254602,0.13887599,Non-African
245,445,gemeinschaft,2,0,1,12,"GreaterEuropean,Jewish",0.016975429,0.004567112,0.00027743203,0.006222441,0.072089024,0.11024139,0.084476724,0.44494006,0.08634785,0.10747196,0.01644947,0.041171797,0.008769284,Non-African
246,668,kolonial-lexikon,2,0,1,16,"Asian,IndianSubContinent",0.002502174,0.0020727979,0.2984035,0.061844654,0.06230342,0.12897544,0.21721639,0.025265934,0.02700988,0.030326001,0.030145748,0.026147055,0.08778708,Non-African
247,665,kohne,2,0,1,5,"GreaterEuropean,British",0.046173986,0.09747754,0.23957635,0.010615713,0.010595231,0.34848255,0.0035268045,0.14853938,0.029604621,0.03340878,0.020577021,0.0030592678,0.008362659,Non-African
248,1059,rubilar-rogers,2,0,2,28,"GreaterEuropean,British",0.003492251,0.003826403,0.0022391346,0.0019246355,0.017187126,0.8387636,0.0041899416,0.043090686,0.010477323,0.022100493,0.014320611,0.012881779,0.02550607,Non-African
249,1054,roller,2,0,1,6,"GreaterEuropean,British",0.0061030933,0.0073214564,0.009876,0.012202166,0.0067022596,0.66256416,0.015033731,0.092237025,0.09706833,0.02437257,0.018639518,0.029195294,0.018684434,Non-African
250,465,gesing,2,0,1,6,"GreaterEuropean,WestEuropean,Germanic",0.09094945,0.009383508,0.042925935,0.16556492,0.08981252,0.14348514,0.017603703,0.09774063,0.027754996,0.1869345,0.015911521,0.012879603,0.099053584,Non-African
251,1052,rodriguez tottenham,2,0,2,19,"GreaterEuropean,British",0.0007406139,0.019827092,0.07334658,0.007631851,0.024666179,0.41788697,0.003865191,0.04991017,0.0495439,0.010656653,0.24020016,0.090177454,0.011547264,Non-African
252,653,kirsch,2,0,1,6,"GreaterEuropean,Jewish",0.0061662756,0.0002850172,0.0018409755,0.003164397,0.0029108913,0.06404823,0.08875569,0.6425814,0.055615503,0.0940206,0.015502709,0.0070226714,0.018085586,Non-African
253,1049,risiko,2,0,2,12,"GreaterEuropean,WestEuropean,Italian",0.0005929977,0.015142952,0.0055335877,0.14865324,0.048140682,0.075714454,0.14062591,0.0978491,0.16610338,0.0142817395,0.08570513,0.20034969,0.0013071798,Non-African
254,473,gibraltar,2,0,1,9,"GreaterEuropean,WestEuropean,Hispanic",0.0002585233,0.0026373966,0.28973058,0.0116468705,0.042770516,0.031292073,0.0024113597,0.074913464,0.053872664,0.0023247334,0.45990348,0.02635504,0.001883292,Non-African
255,1042,rente,2,0,1,5,"GreaterEuropean,WestEuropean,Hispanic",0.0052649556,0.013298585,0.022390235,0.01787798,0.0016424642,0.06301438,0.01432966,0.051219396,0.08012293,0.04720016,0.5299157,0.13519342,0.018530125,Non-African
256,479,globalisierung,2,0,2,28,"GreaterEuropean,British",0.01361867,0.0068805604,0.015574211,0.047257558,0.0059739044,0.6646845,0.0074192146,0.0017007184,0.073709354,0.034147643,0.048379816,0.008834106,0.07181968,Non-African
257,1041,remains,2,0,1,7,"GreaterEuropean,WestEuropean,French",0.008818462,0.0066883657,0.04955368,0.012015327,0.026367817,0.20950632,0.04649181,0.040279847,0.48291376,0.054136988,0.02672129,0.008396654,0.028109608,Non-African
258,1037,reihe,2,0,2,10,"GreaterEuropean,British",0.076754846,0.009143062,0.023748139,0.023150895,0.11260306,0.41486216,0.010479709,0.05591235,0.06949236,0.0108446395,0.08913167,0.0076639317,0.096213154,Non-African
259,651,kindle,2,0,1,6,"GreaterEuropean,British",0.0015735864,0.0012139183,0.0029372093,0.023399465,0.00030519883,0.8694294,0.0045279562,0.038984448,0.032510556,0.0103538865,0.006420725,0.004257743,0.004086016,Non-African
260,1106,schultka,2,0,1,8,"GreaterEuropean,EastEuropean",0.0018662065,0.0069965166,0.013940254,0.008754465,0.0029901266,0.09192993,0.2503686,0.18457176,0.1353718,0.24549662,0.014852476,0.033680703,0.009180505,Non-African
261,794,lisa bangoulap,2,0,2,14,"GreaterEuropean,EastEuropean",0.00070285593,0.0024774482,0.07331231,0.00741832,0.001579361,0.019355629,0.65250534,0.06932393,0.016270528,0.007722746,0.05171821,0.096691765,0.0009216136,Non-African
262,126,band,2,0,2,8,"GreaterEuropean,British",0.0068377755,0.0016055898,0.12756081,0.005900273,0.017102143,0.5097868,0.035230193,0.08098043,0.0929792,0.04406155,0.012138167,0.0121519305,0.053665157,Non-African
263,83,assmann,2,0,1,7,"GreaterEuropean,WestEuropean,Germanic",0.0050055305,0.0027978926,0.0018803276,0.005798919,0.013946377,0.1150062,0.014060022,0.07360103,0.026737032,0.600489,0.05274649,0.012181073,0.075750075,Non-African
264,35,al-jallad,2,0,1,9,"GreaterAfrican,Muslim",7.742331e-06,9.961506e-06,0.00026559623,0.00072363566,0.99495125,0.0005260697,0.00018891589,0.002145341,6.3440355e-05,0.00017622371,0.00023082532,0.0001653509,0.0005457243,African
265,199,borton,2,0,1,6,"GreaterEuropean,British",0.0042428165,0.0037665365,0.0013532524,0.0016204701,0.00057046395,0.9014614,0.0017530845,0.034938272,0.026673604,0.0009778643,0.0056933835,0.014435732,0.002512949,Non-African
266,33,al-fayturi,2,0,1,10,"GreaterAfrican,Muslim",0.00019876493,7.644349e-05,0.0034471226,0.007531636,0.95846516,0.007945455,0.00029240552,0.0076966523,0.001127912,0.0010562394,0.0005832574,0.00875799,0.0028207886,African
267,141,beckmann,2,0,1,8,"GreaterEuropean,WestEuropean,Germanic",0.003517209,0.0030210975,0.003976769,0.0011487184,0.001113648,0.2058245,0.016657177,0.035252854,0.05679554,0.5751952,0.061880708,0.0050272243,0.030589387,Non-African
268,165,besatzer,2,0,1,8,"GreaterEuropean,Jewish",0.00044834494,0.0056555034,0.0023439734,0.0020979354,0.031481978,0.028922485,0.11513809,0.3513609,0.05585402,0.25440806,0.031536836,0.058536258,0.062215585,Non-African
269,231,cheats,2,0,1,6,"GreaterEuropean,British",0.033564337,0.011711575,0.0030226593,0.020999145,0.0020998907,0.81446195,0.007694098,0.05832277,0.02473816,0.0026320075,0.011582363,0.008762452,0.0004085395,Non-African
270,139,beck,2,0,1,4,"GreaterEuropean,British",0.011876607,0.012010756,0.036259905,0.001792584,0.0005362291,0.6803639,0.029497823,0.047544435,0.023883747,0.06990289,0.01592,0.008259688,0.06215143,Non-African
271,197,borchert,2,0,2,16,"GreaterEuropean,WestEuropean,French",0.0073869764,0.0022855322,0.011097075,0.002347621,0.0013669315,0.32908204,0.016902931,0.042986803,0.48864016,0.037471198,0.027085174,0.020712536,0.012634969,Non-African
272,107,ausgegraben,2,0,1,11,"GreaterEuropean,WestEuropean,Nordic",0.0008567473,0.000105885265,3.946073e-05,0.0033912815,0.006120512,0.042305823,0.008824,0.026080342,0.062742576,0.055845886,0.02026895,0.0021097912,0.7713087,Non-African
273,123,azmeh,2,0,1,5,"GreaterAfrican,Muslim",0.00020058545,0.00013713588,0.005776244,0.046727113,0.9337757,0.0030829324,0.0014114868,0.006620539,0.0011693147,6.6156346e-05,0.00041733021,0.0004839172,0.00013151931,African
274,194,bologna,2,0,1,7,"GreaterEuropean,WestEuropean,Italian",0.0029145298,6.518034e-05,0.00751674,0.067001596,0.0013211186,0.017524818,0.013123442,0.0033146422,0.11129168,0.0021298798,0.05369623,0.7179377,0.0021624635,Non-African
275,29,al kashif,2,0,2,9,"GreaterAfrican,Muslim",0.01179372,0.0042146333,0.12348072,0.0136258565,0.5596573,0.009846723,0.06668458,0.18030114,0.008908821,0.00089540373,0.016489426,0.0017370108,0.0023647035,African
276,236,con,2,0,1,3,"GreaterEuropean,British",0.13812308,0.024133833,0.0012873604,0.00528829,0.013424917,0.5877167,0.016712029,0.09184815,0.07905026,0.0008694869,0.015825657,0.024511088,0.0012091944,Non-African
277,238,cook news info,2,0,3,14,"GreaterEuropean,British",0.0019370164,0.00075394736,0.045755364,0.03367205,0.1018802,0.7440729,0.0014263681,0.017897192,0.0029787165,0.0071680583,0.024924936,0.014622626,0.0029105984,Non-African
278,108,ausgraber,2,0,1,9,"GreaterEuropean,WestEuropean,French",0.003942688,0.0008610115,0.0009121471,0.010650807,0.007991854,0.43533596,0.0053146984,0.026377868,0.43545294,0.013467362,0.019416763,0.014113448,0.026162444,Non-African
279,191,boden,2,0,2,10,"GreaterEuropean,British",0.0092689395,0.0027762197,0.008821912,0.0057466486,0.004999398,0.81039196,0.009967958,0.04640958,0.015146331,0.026008558,0.009199729,0.007273859,0.043988902,Non-African
280,1300,vor,2,0,1,3,"GreaterEuropean,WestEuropean,French",0.010890492,0.004566091,0.0066708727,0.0068516717,0.009379688,0.2476016,0.03980444,0.08958726,0.2715983,0.19157323,0.019066582,0.022972414,0.07943733,Non-African
281,240,cory,2,0,1,4,"GreaterEuropean,British",0.0023550307,0.0019964064,0.0010509983,0.0022901816,0.0098397285,0.77903426,0.0057597538,0.040873963,0.08579472,0.0030727007,0.023114964,0.043349914,0.0014673267,Non-African
282,200,botaniker,2,0,2,18,"GreaterEuropean,Jewish",0.0030242135,0.011348816,0.0712228,0.015999364,0.03304686,0.1883766,0.018421428,0.46970648,0.027851801,0.104101874,0.032217864,0.0069608474,0.017721009,Non-African
283,145,beginn,2,0,2,12,"GreaterEuropean,British",0.0020399233,0.01896651,0.042512648,0.014953649,0.04155261,0.29675803,0.054339398,0.15233047,0.046043705,0.074504904,0.1355836,0.032616183,0.08779839,Non-African
284,36,al-shaarani,2,0,1,11,"GreaterAfrican,Muslim",3.4371346e-06,6.519314e-06,0.0012494364,0.003296144,0.99118817,0.0010477167,0.00011791941,0.0024972823,0.00014075616,5.2941712e-05,3.619012e-05,0.00027002656,9.3529474e-05,African
285,1323,wehr,2,0,1,4,"GreaterEuropean,WestEuropean,Germanic",0.030512149,0.001469964,0.0070355716,0.002217599,0.008473982,0.17473628,0.03544314,0.1824971,0.017673936,0.43541554,0.009703544,0.0062239612,0.08859713,Non-African
286,211,buchta,2,0,1,6,"GreaterEuropean,EastEuropean",0.0010895834,0.003744552,0.014308767,0.0063274796,0.013282128,0.0668375,0.50095415,0.10242333,0.091012165,0.03116964,0.13529833,0.031411618,0.0021406906,Non-African
287,210,buches,2,0,2,12,"GreaterEuropean,British",0.0070956885,0.0015776387,0.01732503,0.006588677,0.0027576266,0.6906304,0.0046446524,0.056366466,0.07089811,0.013038504,0.113684416,0.006362497,0.0090303365,Non-African
288,212,buffetaut,2,0,1,9,"GreaterEuropean,WestEuropean,French",0.0003608912,4.580537e-05,0.0001538796,0.0005897239,0.00024246715,0.07258032,0.006446648,0.0040983562,0.8663996,0.0050250064,0.0168176,0.027173849,6.5894346e-05,Non-African
289,1336,weule,2,0,1,5,"GreaterEuropean,British",0.14496958,0.0010003734,0.017606018,0.13327384,0.0017307664,0.5622608,0.0055438266,0.059530575,0.031825736,0.015820192,0.013013931,0.008636947,0.004787407,Non-African
290,46,almadina,2,0,1,8,"GreaterEuropean,WestEuropean,Hispanic",0.0011480161,0.0002402196,0.0005412988,0.0034517741,0.024170198,0.013500986,0.2821137,0.021617373,0.04029179,0.0055860477,0.34876248,0.2569389,0.0016371941,Non-African
291,158,berg,2,0,1,4,"GreaterEuropean,WestEuropean,Nordic",0.0019812328,0.0018129167,0.009377742,0.001641179,0.0119103845,0.10108485,0.02527155,0.11569233,0.04184675,0.03243637,0.013990362,0.0069426284,0.6360117,Non-African
292,1251,umgang,2,0,2,12,"Asian,GreaterEastAsian,EastAsian",0.30888125,0.00427762,0.02151731,0.06750687,0.021824732,0.2895015,0.0021725753,0.008566599,0.011886169,0.06066075,0.046501733,0.004248608,0.15245426,Non-African
293,215,bundesgebiet,2,0,1,12,"GreaterEuropean,British",0.0016786847,9.136983e-05,0.004106102,0.0047928207,0.003869665,0.42617175,0.007684985,0.14051303,0.34935358,0.020819416,0.02929981,0.0059048864,0.0057139597,Non-African
294,149,beitrag,2,0,1,7,"GreaterEuropean,Jewish",0.0026282342,0.0016975598,0.035554856,0.026924605,0.035115857,0.14641528,0.1600238,0.34670767,0.08682474,0.0664589,0.06861934,0.008216719,0.014812411,Non-African
295,1242,twining,2,0,1,7,"GreaterEuropean,British",0.0003555683,0.0012383237,0.0004935217,0.0010043473,0.0010083595,0.9743697,0.0012939489,0.0068818172,0.0012993899,0.0028157935,0.00486826,0.00074968545,0.0036213757,Non-African
296,49,altmuhltal,2,0,2,20,"GreaterEuropean,WestEuropean,Nordic",0.0002641665,0.0002190397,0.06994972,0.002522071,0.12168188,0.015092886,0.113577984,0.022565803,0.018292421,0.0098378,0.004235351,0.001868182,0.6198927,Non-African
297,1241,tsu,2,0,1,3,"Asian,GreaterEastAsian,EastAsian",0.9944336,0.0042186063,1.6844431e-05,4.8215228e-05,5.1710962e-05,0.0002229241,0.0004950797,9.810668e-05,4.899567e-05,4.434965e-06,4.1019677e-05,0.00031126454,9.350621e-06,Non-African
298,50,amelang,2,0,1,7,"GreaterAfrican,Africans",0.06309989,0.011280855,0.04636845,0.46538192,0.014353512,0.19508629,0.007870547,0.028251657,0.030445386,0.06078171,0.04384724,0.013138798,0.020093689,African
299,225,carnegie,2,0,1,8,"GreaterEuropean,British",0.0018994381,0.0013848741,0.0085215205,0.033309586,0.0030128274,0.5523763,0.001829046,0.032406628,0.081475504,0.0067418553,0.16515914,0.106861874,0.005021468,Non-African
300,52,amrani,2,0,1,6,"GreaterAfrican,Muslim",0.000103963175,0.0004881635,0.12343219,0.041095603,0.68005514,0.037089776,0.003759604,0.028679712,0.02265061,0.0010575504,0.009374138,0.04964776,0.0025657364,African
301,38,albaih,2,0,1,6,"GreaterAfrican,Muslim",0.0006807535,0.0007754382,0.006383735,0.029071365,0.55167997,0.07838376,0.006808876,0.042449858,0.24874139,0.016823579,0.00725622,0.0041095666,0.00683546,African
302,147,beispiel,2,0,2,16,"GreaterEuropean,Jewish",0.00061794964,3.7261198e-05,0.0008462265,0.011064006,0.02668607,0.04151423,0.0069753705,0.64814234,0.18296145,0.041484986,0.021129685,0.016479537,0.0020609533,Non-African
303,1387,zugleich,2,0,1,8,"GreaterEuropean,Jewish",0.0023415878,0.00033933026,0.0010763196,0.000879295,0.010253623,0.0669901,0.029738415,0.5309872,0.06692409,0.16211866,0.091913655,0.016868407,0.019569378,Non-African
304,28,al amin,2,0,2,7,"GreaterEuropean,WestEuropean,Hispanic",0.0013007718,0.017093897,0.0069400836,0.0019253353,0.030241111,0.027690055,0.025402742,0.05208746,0.10376057,0.0038378297,0.5642014,0.16477305,0.0007455932,Non-African
305,241,d'octeville,2,0,1,11,"GreaterEuropean,WestEuropean,French",2.0946321e-05,4.1379476e-06,3.4919674e-05,4.833109e-05,3.253562e-05,0.011013947,5.587987e-05,7.725298e-05,0.98635405,8.5560925e-05,0.00015954548,0.0017008295,0.00041203434,Non-African
306,1358,witt,2,0,1,4,"GreaterEuropean,British",0.0042810338,0.0028675792,0.004426649,0.0027429934,0.010196469,0.80382,0.017180782,0.050596625,0.036733635,0.024169078,0.020896122,0.006808491,0.0152805075,Non-African
307,1390,zuletzt,2,0,2,14,"GreaterEuropean,Jewish",0.0020121422,0.00038669398,8.433629e-05,0.02671891,0.018925877,0.04508162,0.031143904,0.6690946,0.114455715,0.038728304,0.01371395,0.014608509,0.025045343,Non-African
308,1391,zur herleitung,2,0,2,14,"GreaterEuropean,WestEuropean,Hispanic",0.0068242927,0.008537715,0.0014037569,0.008824294,0.0079907365,0.08956073,0.031128107,0.19120657,0.034588497,0.19125275,0.41753817,0.0032704833,0.007873905,Non-African
309,1305,voss,2,0,1,4,"GreaterEuropean,British",0.0037474767,0.0029762017,0.001360922,0.030166807,0.012415227,0.47380048,0.05222165,0.14152148,0.04694912,0.16724974,0.02075575,0.013163154,0.033671997,Non-African
310,15,adrian jacobsen,2,0,2,15,"GreaterEuropean,WestEuropean,Nordic",0.0010547008,0.00809753,0.0020484808,0.023727568,0.045872737,0.020265304,0.065092035,0.14056352,0.02429816,0.0870268,0.0746324,0.026642257,0.48067856,Non-African
311,14,adolphe klier,2,0,2,13,"GreaterEuropean,WestEuropean,Germanic",0.0073788012,0.00062527263,0.004846165,0.0022178772,0.0011083058,0.116978794,0.08925324,0.06559607,0.18670814,0.3887406,0.06388048,0.01888281,0.053783406,Non-African
312,1275,vergangenheit,2,0,2,26,"GreaterEuropean,Jewish",0.009561101,0.0028201242,0.002537669,0.003147432,0.007615337,0.1443697,0.003647313,0.3683443,0.16511011,0.03840644,0.23368584,0.015337309,0.0054172752,Non-African
313,12,actualites,2,0,1,10,"GreaterEuropean,WestEuropean,Hispanic",0.006873587,0.0053898254,0.011484361,0.011366453,0.123181224,0.24312969,0.0063103857,0.032983277,0.024515418,0.0071651484,0.3125617,0.21267839,0.0023606154,Non-African
314,254,de bleville,2,0,2,11,"GreaterEuropean,WestEuropean,French",8.240684e-05,4.7041358e-05,0.00021950295,3.055046e-05,3.2688116e-05,0.040412374,9.58366e-05,0.00035566805,0.95059884,0.00019553294,0.0018498321,0.0055677774,0.00051197223,Non-African
315,1361,wolf-dieter,2,0,1,11,"GreaterEuropean,WestEuropean,Germanic",0.0018987618,0.00064233906,0.00075848075,0.008919312,0.002392121,0.07309133,0.017540803,0.25770867,0.05479357,0.44936275,0.044235907,0.038722824,0.049933095,Non-African
316,1308,waechter,2,0,2,16,"GreaterEuropean,WestEuropean,Germanic",0.0011000742,0.0015680226,0.0064323605,0.0028731734,0.0014306497,0.024698732,0.12097312,0.25621453,0.055636816,0.46009043,0.04882661,0.013690489,0.006464985,Non-African
317,1218,terroni,2,0,1,7,"GreaterEuropean,WestEuropean,Italian",3.926499e-05,7.6458964e-05,3.538201e-05,0.000116084746,0.000107990825,0.0029777042,0.00018210779,0.0015712363,0.011175404,0.0004940132,0.029012823,0.9541744,3.7218655e-05,Non-African
318,6,abdulaziz,2,0,1,9,"GreaterAfrican,Muslim",0.0005319836,0.00029795265,0.003055936,0.43362126,0.44157368,0.012431604,0.040053077,0.0114104,0.020651199,0.0001728163,0.03311674,0.0030413016,4.209625e-05,African
319,1311,wandlungen,2,0,1,10,"GreaterEuropean,WestEuropean,Nordic",0.003785164,0.00031355955,0.0015408146,0.0021644887,0.012425594,0.02804651,0.0028539374,0.0138898,0.032360654,0.12928657,0.018203232,0.002311728,0.7528179,Non-African
320,4,abc,2,0,1,3,"GreaterEuropean,EastEuropean",0.0030559783,0.0015887786,0.006444324,0.021422608,0.08169168,0.01769769,0.49459428,0.09960097,0.061624967,0.13239136,0.031069791,0.04550216,0.0033152977,Non-African
321,127,baraka sakin,2,0,2,12,"GreaterEuropean,EastEuropean",0.0020163907,0.014792628,0.0029713372,0.0008855555,0.04123813,0.0029040317,0.8233047,0.051429365,0.014899487,0.0025772143,0.023006689,0.019936904,3.752563e-05,Non-African
322,1402,zwischenbericht,2,0,2,30,"GreaterEuropean,Jewish",0.0003514973,0.0025354552,0.0012626533,0.00028710405,0.0069746934,0.054245815,0.07537826,0.43105572,0.037519235,0.20893313,0.15933028,0.016669452,0.0054567666,Non-African
323,1224,thomas,2,0,1,6,"GreaterEuropean,British",0.003388055,0.0030717058,0.014164918,0.0027877141,0.0012727769,0.8695936,0.001271714,0.011145817,0.04945483,0.004632894,0.03141285,0.005619178,0.0021839428,Non-African
324,77,artefakte,2,0,2,18,"GreaterAfrican,Muslim",0.004964962,0.0006502156,0.002229548,0.03752234,0.51270247,0.06007725,0.1854616,0.026978526,0.056890927,0.04017873,0.011288654,0.052905165,0.008149634,African
325,42,alle,2,0,2,8,"GreaterEuropean,British",0.028492125,0.0023451177,0.0103913415,0.057321716,0.054771904,0.4814748,0.0111749545,0.03615482,0.136129,0.0017007113,0.04556774,0.040757034,0.093718745,Non-African
326,246,daressalam,2,0,2,20,"Asian,IndianSubContinent",0.0016925945,0.0016961178,0.59689176,0.061804593,0.01540255,0.12782976,0.00962457,0.034453254,0.040368643,0.0030548077,0.066923045,0.038358845,0.0018993915,Non-African
327,25,ahmed,2,0,1,5,"GreaterAfrican,Muslim",0.00043319477,0.00034285034,0.14920707,0.016718071,0.7804764,0.023492413,0.0011701396,0.003596488,0.0017108702,0.0048546083,0.015461716,0.00038186088,0.0021542883,African
328,23,agag,2,0,1,4,"GreaterEuropean,Jewish",0.016204696,0.004595213,0.01083151,0.04227207,0.013517539,0.19471091,0.07646708,0.46045223,0.03533082,0.035428688,0.017966062,0.045662068,0.046561114,Non-African
329,135,bd,2,0,1,2,"GreaterEuropean,WestEuropean,French",0.10141289,0.03457381,0.067537725,0.018844862,0.07602665,0.0793768,0.076732874,0.05103052,0.1443793,0.069386356,0.05916267,0.14376363,0.07777185,Non-African
330,917,neuen fundraising-kampagne:,1,0,2,27,"GreaterEuropean,WestEuropean,Nordic",0.0036298155,0.000870845,0.013615959,0.044748567,0.055631183,0.21130916,0.0800801,0.0062894523,0.070783764,0.0034647472,0.015194471,0.09078374,0.40359816,Non-African
331,908,natur,1,0,1,5,"GreaterAfrican,Muslim",0.010364312,0.0035105078,0.1013334,0.13395967,0.37279248,0.048925962,0.0063058776,0.14314781,0.10541064,0.00025342364,0.045691937,0.025508823,0.002795153,African
332,1352,wissenschaftlerinnen,1,0,1,20,"GreaterEuropean,WestEuropean,Germanic",0.00091496937,0.00019614243,0.0006458891,0.00056727283,0.0011286787,0.029981457,0.047981437,0.1474609,0.20126003,0.4187376,0.02982473,0.011048754,0.11025208,Non-African
333,928,nina,1,0,1,4,"GreaterEuropean,WestEuropean,Hispanic",0.044854943,0.20006949,0.015246136,0.041280337,0.020714873,0.021966085,0.056553382,0.027631741,0.05774696,0.0015638603,0.327997,0.1735827,0.010792443,Non-African
334,929,noch,1,0,1,4,"GreaterEuropean,British",0.007844063,0.007558487,0.0043647904,0.008904337,0.009630666,0.40665817,0.091056235,0.14991239,0.10924125,0.11182671,0.028826825,0.026232304,0.037943825,Non-African
335,930,nord-sud-beziehungen,1,0,1,20,"GreaterEuropean,WestEuropean,Nordic",0.00052525476,0.0009681167,0.00050280156,0.0075470135,0.03081704,0.07846896,0.0017208009,0.0014638564,0.0025715856,0.011203453,0.0030616065,0.013446522,0.8477029,Non-African
336,931,notes,1,0,1,5,"GreaterEuropean,WestEuropean,Hispanic",0.002234452,0.0052368375,0.0031869924,0.007863562,0.006226613,0.11365961,0.01340894,0.1702602,0.028010238,0.03630194,0.5721523,0.021728512,0.019729782,Non-African
